GEOID,Name,Short Name,Primary County GEOID,Population,Housing Units,Land Area,Water Area,Latitude,Longitude
32761,"Geneseo, IL Urban Area","Geneseo, IL",17073,6498,3190,3.757,0.0,41.450356,-90.154314
32788,"Geneseo, NY Urban Area","Geneseo, NY",36051,8097,2570,2.411,0.0,42.798943,-77.805341
32842,"Geneva, NY Urban Area","Geneva, NY",36099,29322,14223,16.759,0.29,42.830821,-76.984254
32850,"Geneva, OH Urban Area","Geneva, OH",39007,6977,3169,4.833,0.0,41.803081,-80.935585
32869,"Genoa, IL Urban Area","Genoa, IL",17037,5084,2105,2.195,0.05,42.092376,-88.698435
32950,"Georgetown, DE Urban Area","Georgetown, DE",10005,10102,2991,4.933,0.0,38.688833,-75.38365
32977,"Georgetown, KY Urban Area","Georgetown, KY",21209,39042,15712,15.061,0.152,38.213422,-84.550322
33031,"Georgetown, SC Urban Area","Georgetown, SC",45043,11641,5867,9.246,0.496,33.370457,-79.299928
33091,"Germantown, OH Urban Area","Germantown, OH",39113,5594,2273,2.781,0.0,39.627735,-84.368267
33139,"Gettysburg--Cumberland, PA Urban Area","Gettysburg, PA",42001,16230,6055,8.271,0.239,39.831233,-77.225628
33220,"Gillespie, IL Urban Area","Gillespie, IL",17117,5101,2593,2.84,0.0,39.131514,-89.817897
33247,"Gillette, WY Urban Area","Gillette, WY",56005,34012,14750,19.652,0.028,44.275187,-105.496025
33301,"Gilmer, TX Urban Area","Gilmer, TX",48459,5207,2153,4.091,0.013,32.730252,-94.946968
33328,"Gilroy--Morgan Hill, CA Urban Area","Gilroy, CA",06085,113466,35655,42.54,0.0,37.087699,-121.613669
33436,"Glasgow, KY Urban Area","Glasgow, KY",21009,15135,6977,11.798,0.025,37.002522,-85.922295
33490,"Glencoe, MN Urban Area","Glencoe, MN",27085,5702,2346,3.194,0.007,44.769566,-94.151027
33517,"Glendive, MT Urban Area","Glendive, MT",30021,6605,3069,5.426,0.012,47.095795,-104.756107
33598,"Glens Falls, NY Urban Area","Glens Falls, NY",36113,72133,35262,51.618,3.015,43.342244,-73.660113
33625,"Glenwood, IA Urban Area","Glenwood, IA",19129,5188,2333,2.403,0.012,41.046788,-95.744376
33640,"Glenwood, MN Urban Area","Glenwood, MN",27121,4137,2367,4.242,0.0,45.65448,-95.408415
33652,"Glenwood Springs, CO Urban Area","Glenwood Springs, CO",08045,10909,4400,5.461,0.0,39.54376,-107.334895
33679,"Globe, AZ Urban Area","Globe, AZ",04007,12295,6250,8.139,0.0,33.390888,-110.813884
33733,"Gloversville, NY Urban Area","Gloversville, NY",36035,25725,13450,15.536,0.01,43.053464,-74.325471
33742,"Gold Canyon, AZ Urban Area","Gold Canyon, AZ",04021,10626,6678,7.869,0.0,33.363274,-111.452188
33814,"Goldsboro, NC Urban Area","Goldsboro, NC",37191,53823,26028,53.16,0.157,35.379867,-77.983021
33841,"Gonzales, CA Urban Area","Gonzales, CA",06053,8526,2290,1.542,0.003,36.509642,-121.439172
33868,"Gonzales, TX Urban Area","Gonzales, TX",48177,6634,3064,4.356,0.0,29.511832,-97.443827
33922,"Goodland, KS Urban Area","Goodland, KS",20181,3977,2194,2.794,0.0,39.344569,-101.715
33960,"Goodyear South, AZ Urban Area","Goodyear South, AZ",04013,17124,7126,9.598,0.0,33.340716,-112.443851
34042,"Governors Club, NC Urban Area","Governors Club, NC",37037,4610,2028,3.622,0.01,35.849325,-79.040268
34111,"Grafton, WV Urban Area","Grafton, WV",54091,4524,2275,3.484,0.131,39.337188,-80.031236
34122,"Grafton--Port Washington--Cedarburg, WI Urban Area","Grafton, WI",55089,44794,20277,23.105,0.359,43.336112,-87.94857
34138,"Graham, TX Urban Area","Graham, TX",48503,8664,3788,4.701,0.0,33.100881,-98.577806
34165,"Granbury, TX Urban Area","Granbury, TX",48221,29812,14264,21.866,1.832,32.414489,-97.780002
34219,"Grand Forks, ND--MN Urban Area","Grand Forks, ND",38035,67858,31576,26.484,0.093,47.914616,-97.066567
34246,"Grand Island, NE Urban Area","Grand Island, NE",31079,54422,22003,29.602,0.268,40.924841,-98.356972
34273,"Grand Junction, CO Urban Area","Grand Junction, CO",08077,137697,59715,75.608,1.373,39.089062,-108.567452
34286,"Grand Lake, CO Urban Area","Grand Lake, CO",08049,1298,2919,5.378,0.058,40.233516,-105.856083
34300,"Grand Rapids, MI Urban Area","Grand Rapids, MI",26081,607847,246034,274.359,6.138,42.942436,-85.659628
34327,"Grand Rapids, MN Urban Area","Grand Rapids, MN",27061,10200,4800,10.454,0.83,47.224546,-93.532395
34381,"Grandview, WA Urban Area","Grandview, WA",53077,11529,3548,4.125,0.0,46.256917,-119.910338
34470,"Granite Falls, WA Urban Area","Granite Falls, WA",53061,6831,2722,3.097,0.087,48.080961,-121.969962
34489,"Grants, NM Urban Area","Grants, NM",35006,10146,4407,6.145,0.0,35.162081,-107.854568
34516,"Grants Pass, OR Urban Area","Grants Pass, OR",41033,55548,24484,30.417,0.805,42.438921,-123.311208
34543,"Grantsville, UT Urban Area","Grantsville, UT",49045,9522,2809,4.394,0.0,40.589734,-112.450802
34597,"Grass Valley, CA Urban Area","Grass Valley, CA",06057,36863,17915,29.652,0.021,39.192381,-121.057646
34651,"Grayson, KY Urban Area","Grayson, KY",21043,5054,2424,5.202,0.088,38.333895,-82.935811
34705,"Great Bend, KS Urban Area","Great Bend, KS",20009,14586,7225,6.241,0.104,38.365901,-98.778957
34759,"Great Falls, MT Urban Area","Great Falls, MT",30013,66873,30746,30.305,0.705,47.502447,-111.282523
34786,"Greeley, CO Urban Area","Greeley, CO",08123,137588,50727,37.299,0.143,40.407553,-104.730887
34813,"Green Bay, WI Urban Area","Green Bay, WI",55009,225595,97254,113.658,2.848,44.50246,-88.039886
34840,"Greencastle, IN Urban Area","Greencastle, IN",18133,10035,3836,4.758,0.051,39.641841,-86.846339
34876,"Greendale--Lawrenceburg--Hidden Valley, IN--OH Urban Area","Greendale, IN",18029,21045,8855,18.771,0.459,39.124023,-84.861101
34894,"Greeneville, TN Urban Area","Greeneville, TN",47059,22574,9608,21.97,0.005,36.163908,-82.819666
34921,"Greenfield, CA Urban Area","Greenfield, CA",06053,20027,4612,2.138,0.0,36.32261,-121.245177
34975,"Greenfield, MA Urban Area","Greenfield, MA",25011,22082,10924,14.251,0.097,42.608294,-72.561715
35002,"Greenfield, OH Urban Area","Greenfield, OH",39071,4407,2140,1.703,0.0,39.350303,-83.390716
35083,"Green River, WY Urban Area","Green River, WY",56037,11526,4928,5.559,0.08,41.519548,-109.468996
35164,"Greensboro, NC Urban Area","Greensboro, NC",37081,339555,150178,169.307,2.174,36.080222,-79.833937
35191,"Greensburg, IN Urban Area","Greensburg, IN",18031,11710,5346,8.747,0.035,39.34888,-85.501758
35245,"Green Valley, AZ Urban Area","Green Valley, AZ",04019,37357,23723,20.165,0.015,31.866988,-110.990056
35272,"Greenville, AL Urban Area","Greenville, AL",01013,5665,3064,5.607,0.0,31.834026,-86.627146
35299,"Greenville, IL Urban Area","Greenville, IL",17005,6881,2425,2.986,0.0,38.887645,-89.402676
35309,"Greenville, KY Urban Area","Greenville, KY",21177,5727,2698,5.46,0.097,37.216897,-87.172015
35326,"Greenville, MI Urban Area","Greenville, MI",26117,11037,4341,6.643,0.122,43.180285,-85.264773
35353,"Greenville, MS Urban Area","Greenville, MS",28151,28023,13744,16.786,0.023,33.398811,-91.041757
35380,"Greenville, NC Urban Area","Greenville, NC",37147,122421,59026,66.378,0.351,35.577899,-77.36578
35407,"Greenville, OH Urban Area","Greenville, OH",39037,12943,6361,6.653,0.062,40.104708,-84.62145
35434,"Greenville, PA Urban Area","Greenville, PA",42085,10720,4929,7.932,0.011,41.397006,-80.389358
35461,"Greenville, SC Urban Area","Greenville, SC",45045,395004,175965,262.168,2.23,34.863762,-82.397044
35488,"Greenville, TX Urban Area","Greenville, TX",48231,28315,11710,17.303,0.024,33.112637,-96.102347
35542,"Greenwood, AR Urban Area","Greenwood, AR",05131,9273,3966,6.612,0.143,35.217094,-94.261301
35569,"Greenwood, MS Urban Area","Greenwood, MS",28083,19944,9092,10.677,0.028,33.515505,-90.175915
35596,"Greenwood, SC Urban Area","Greenwood, SC",45047,40824,18577,35.519,0.258,34.200701,-82.169918
35623,"Grenada, MS Urban Area","Grenada, MS",28043,10599,5223,7.121,0.0,33.76538,-89.8084
35677,"Gridley, CA Urban Area","Gridley, CA",06007,8301,3055,3.98,0.0,39.359231,-121.698567
35688,"Griffin, GA Urban Area","Griffin, GA",13255,39242,16444,27.914,0.379,33.244647,-84.274797
35704,"Grinnell, IA Urban Area","Grinnell, IA",19157,9478,3947,4.334,0.041,41.74279,-92.724935
35716,"Grissom AFB, IN Urban Area","Grissom AFB, IN",18103,4984,1528,4.306,0.003,40.657128,-86.145425
35785,"Grove, OK Urban Area","Grove, OK",40041,7976,4469,10.187,0.004,36.58898,-94.7867
35812,"Grove City, PA Urban Area","Grove City, PA",42085,9950,3499,6.077,0.003,41.152357,-80.085363
35839,"Guadalupe, CA Urban Area","Guadalupe, CA",06083,8422,2281,1.142,0.004,34.964929,-120.573127
35852,"Guánica, PR Urban Area","Guánica, PR",72055,7603,5271,2.901,0.003,17.965471,-66.939216
35866,"Guayama, PR Urban Area","Guayama, PR",72109,50620,26815,21.766,0.134,17.991631,-66.051477
35920,"Gulfport--Biloxi, MS Urban Area","Gulfport, MS",28047,236171,109122,168.637,12.005,30.405084,-89.042203
35974,"Gun Barrel City, TX Urban Area","Gun Barrel City, TX",48213,18430,9837,18.406,0.024,32.272461,-96.114677
36001,"Gunnison, CO Urban Area","Gunnison, CO",08051,7509,3726,3.656,0.005,38.54055,-106.9385
36055,"Gustine, CA Urban Area","Gustine, CA",06047,6096,2409,1.164,0.0,37.253699,-121.003968
36082,"Guthrie, OK Urban Area","Guthrie, OK",40083,9494,3645,6.835,0.0,35.872228,-97.419973
36109,"Guymon, OK Urban Area","Guymon, OK",40139,12368,4758,4.815,0.0,36.689903,-101.475838
36136,"Gypsum, CO Urban Area","Gypsum, CO",08037,9767,2968,5.777,0.112,39.640476,-106.946081
36190,"Hagerstown, MD--WV--PA--VA Urban Area","Hagerstown, MD",54003,199165,82113,120.769,0.076,39.685014,-77.726496
36217,"Hailey, ID Urban Area","Hailey, ID",16013,12215,4967,5.269,0.005,43.502129,-114.290412
36271,"Half Moon Bay, CA Urban Area","Half Moon Bay, CA",06081,20867,8324,8.347,0.0,37.460503,-122.44367
36384,"Hamburg--Vernon--Highland Lakes, NJ Urban Area","Hamburg, NJ",34037,27413,13776,21.806,0.954,41.197847,-74.48458
36406,"Hamilton, MT Urban Area","Hamilton, MT",30081,7354,3849,3.979,0.004,46.23891,-114.15407
36514,"Hammond, LA Urban Area","Hammond, LA",22105,76689,32844,76.42,0.277,30.484827,-90.476454
36541,"Hammonton, NJ Urban Area","Hammonton, NJ",34001,12665,5331,8.263,0.144,39.637221,-74.793248
36568,"Hampshire, IL Urban Area","Hampshire, IL",17089,6353,1893,2.725,0.0,42.094122,-88.517971
36585,"Hampstead, NC Urban Area","Hampstead, NC",37141,23768,16442,31.449,0.223,34.412168,-77.606311
36595,"Hampstead--Manchester, MD Urban Area","Hampstead, MD",24013,15033,6151,7.884,0.01,39.627344,-76.860088
36703,"Hanford, CA Urban Area","Hanford, CA",06031,67274,22076,18.231,0.0,36.331388,-119.659017
36730,"Hannibal, MO Urban Area","Hannibal, MO",29127,17268,7974,10.6,0.017,39.709099,-91.389416
36784,"Hanover, PA Urban Area","Hanover, PA",42133,56473,24374,25.71,0.046,39.80299,-76.989774
36838,"Harlan, IA Urban Area","Harlan, IA",19165,4825,2248,2.598,0.0,41.650583,-95.326029
36865,"Harlan, KY Urban Area","Harlan, KY",21095,5688,2944,4.802,0.231,36.855334,-83.344548
36892,"Harlingen, TX Urban Area","Harlingen, TX",48061,120849,48023,54.157,0.727,26.184437,-97.716275
36946,"Harriman--Kingston--Rockwood, TN Urban Area","Harriman, TN",47145,23621,11097,30.492,0.153,35.919399,-84.537943
36973,"Harrington, DE Urban Area","Harrington, DE",10001,5283,2234,3.361,0.007,38.922467,-75.56445
37000,"Harrisburg, IL Urban Area","Harrisburg, IL",17165,8622,4189,5.291,0.031,37.73503,-88.547426
37081,"Harrisburg, PA Urban Area","Harrisburg, PA",42043,498118,214836,250.25,11.295,40.246448,-76.877022
37091,"Harrisburg, SD Urban Area","Harrisburg, SD",46083,7712,2872,2.446,0.0,43.431651,-96.705555
37108,"Harrison, AR Urban Area","Harrison, AR",05009,14038,6873,12.39,0.029,36.245126,-93.119068
37145,"Harrison, OH--IN Urban Area","Harrison, OH",39061,15566,6396,7.452,0.029,39.256312,-84.784563
37162,"Harrisonburg, VA Urban Area","Harrisonburg, VA",51660,73587,27139,31.103,0.074,38.419421,-78.886787
37189,"Harrisonville, MO Urban Area","Harrisonville, MO",29037,9482,4143,6.833,0.035,38.648541,-94.350536
37216,"Harrodsburg, KY Urban Area","Harrodsburg, KY",21167,10055,4789,6.527,0.016,37.76662,-84.850115
37243,"Hartford, CT Urban Area","Hartford, CT",09003,972784,428138,535.927,9.128,41.770271,-72.70287
37297,"Hartford, WI Urban Area","Hartford, WI",55131,24123,10675,14.874,1.549,43.320292,-88.378037
37324,"Hartford City, IN Urban Area","Hartford City, IN",18009,5746,3129,3.521,0.019,40.453228,-85.371784
37351,"Hartselle, AL Urban Area","Hartselle, AL",01103,16691,6795,13.908,0.053,34.43215,-86.936707
37405,"Hartsville, SC Urban Area","Hartsville, SC",45031,14133,6673,12.681,0.453,34.372805,-80.088219
37432,"Hartwell, GA Urban Area","Hartwell, GA",13147,5769,2658,6.774,0.012,34.354557,-82.929568
37459,"Harvard, IL Urban Area","Harvard, IL",17111,9839,3432,4.364,0.0,42.422279,-88.612287
37513,"Hastings, MI Urban Area","Hastings, MI",26015,8094,3708,4.739,0.355,42.653897,-85.296362
37540,"Hastings, MN Urban Area","Hastings, MN",27037,21393,8915,7.363,0.034,44.726821,-92.860766
37567,"Hastings, NE Urban Area","Hastings, NE",31001,24837,11224,12.821,0.144,40.593945,-98.384133
37594,"Hattiesburg, MS Urban Area","Hattiesburg, MS",28035,79926,35695,63.619,1.493,31.318002,-89.345604
37675,"Havelock, NC Urban Area","Havelock, NC",37049,17389,6136,15.732,0.114,34.897783,-76.89844
37702,"Havre, MT Urban Area","Havre, MT",30041,9656,4405,4.092,0.0,48.546196,-109.680886
37770,"Hayes, MI Urban Area","Hayes, MI",26035,3469,2544,3.249,0.301,44.01635,-84.795707
37783,"Hays, KS Urban Area","Hays, KS",20051,22101,10150,9.739,0.0,38.8791,-99.319529
37837,"Hazard, KY Urban Area","Hazard, KY",21193,7186,3475,7.748,0.3,37.264522,-83.201719
37891,"Hazlehurst, GA Urban Area","Hazlehurst, GA",13161,4436,2030,4.945,0.073,31.864618,-82.604187
37945,"Hazleton, PA Urban Area","Hazleton, PA",42079,50644,21599,19.019,0.023,40.965395,-75.999034
37980,"Heartland, TX Urban Area","Heartland, TX",48257,12060,3437,2.767,0.055,32.680655,-96.455118
38053,"Heber, UT Urban Area","Heber, UT",49051,25646,9352,13.141,0.0,40.508328,-111.426055
38060,"Heber-Overgaard, AZ Urban Area","Heber, AZ",04017,3877,4947,9.223,0.0,34.40944,-110.560453
38080,"Heber Springs, AR Urban Area","Heber Springs, AR",05023,6871,4080,7.773,0.017,35.500847,-92.048889
38161,"Helena, MT Urban Area","Helena, MT",30049,55114,24728,31.68,0.07,46.606891,-112.046869
38172,"Helena-West Helena, AR Urban Area","Helena, AR",05107,7892,4557,6.111,0.0,34.541974,-90.63339
38215,"Hemet, CA Urban Area","Hemet, CA",06065,179046,61591,37.058,0.122,33.754403,-116.961386
38242,"Hempstead, TX Urban Area","Hempstead, TX",48473,5403,1878,3.029,0.001,30.094985,-96.075641
38258,"Henderson, KY Urban Area","Henderson, KY",21101,28167,13640,15.26,0.102,37.836666,-87.580104
38269,"Henderson, NC Urban Area","Henderson, NC",37181,19751,9029,16.274,0.029,36.315611,-78.402245
38296,"Henderson, TN Urban Area","Henderson, TN",47023,5988,2111,5.409,0.009,35.446277,-88.651325
38323,"Henderson, TX Urban Area","Henderson, TX",48401,14775,4734,10.5,0.055,32.158691,-94.805108
38404,"Henryetta, OK Urban Area","Henryetta, OK",40111,6199,3071,5.22,0.0,35.446763,-95.980541
38431,"Hereford, TX Urban Area","Hereford, TX",48117,15897,5773,6.672,0.0,34.823555,-102.398037
38485,"Hermiston, OR Urban Area","Hermiston, OR",41059,28967,9973,15.479,0.016,45.852433,-119.277662
38620,"Hibbing, MN Urban Area","Hibbing, MN",27137,11642,6335,6.877,0.011,47.410656,-92.933784
38647,"Hickory, NC Urban Area","Hickory, NC",37035,200807,89287,221.337,2.081,35.754921,-81.421074
38701,"Hidden Meadows, CA Urban Area","Hidden Meadows, CA",06073,4551,2086,3.755,0.0,33.229646,-117.104334
38718,"Higgins Lake, MI Urban Area","Higgins Lake, MI",26143,1850,3231,4.525,0.003,44.42823,-84.709716
38728,"Higginsville, MO Urban Area","Higginsville, MO",29107,4543,2384,2.111,0.014,39.07455,-93.724928
38755,"Highland, IL Urban Area","Highland, IL",17119,10705,5163,5.311,0.041,38.748532,-89.675786
38809,"High Point, NC Urban Area","High Point, NC",37081,168383,71659,100.794,1.641,35.941676,-80.014817
38863,"Hillsboro, IL Urban Area","Hillsboro, IL",17135,6860,2459,3.886,0.048,39.153564,-89.484766
38917,"Hillsboro, OH Urban Area","Hillsboro, OH",39071,6719,3312,4.828,0.0,39.20848,-83.613298
38944,"Hillsboro, TX Urban Area","Hillsboro, TX",48217,8325,3239,5.947,0.023,32.014523,-97.112823
38978,"Hillsborough, NC Urban Area","Hillsborough, NC",37135,15990,7215,10.972,0.137,36.06931,-79.092399
38998,"Hillsdale, MI Urban Area","Hillsdale, MI",26059,10802,4536,6.671,0.111,41.927774,-84.620701
39052,"Hilo, HI Urban Area","Hilo, HI",15001,45337,17933,23.439,0.084,19.707288,-155.084022
39069,"Hilton, NY Urban Area","Hilton, NY",36055,7711,2677,4.029,0.0,43.290427,-77.803124
39133,"Hinesville, GA Urban Area","Hinesville, GA",13179,54774,21690,37.231,0.113,31.82911,-81.622761
39214,"Hobbs, NM Urban Area","Hobbs, NM",35025,42626,17202,25.993,0.051,32.729089,-103.160588
39349,"Holden Beach, NC Urban Area","Holden Beach, NC",37019,9168,9684,19.648,0.118,33.932149,-78.283954
39376,"Holdenville, OK Urban Area","Holdenville, OK",40063,4426,1989,2.502,0.008,35.083304,-96.394766
39403,"Holdrege, NE Urban Area","Holdrege, NE",31137,5446,2620,2.937,0.014,40.442498,-99.375743
39430,"Holland, MI Urban Area","Holland, MI",26139,107053,43761,64.804,3.376,42.800365,-86.101547
39511,"Hollister, CA Urban Area","Hollister, CA",06069,51170,15663,13.179,0.011,36.849925,-121.391074
39538,"Holly, MI Urban Area","Holly, MI",26125,9152,3974,5.087,0.402,42.796919,-83.623611
39565,"Holly Springs, MS Urban Area","Holly Springs, MS",28093,5155,1960,5.317,0.0,34.769416,-89.444678
39589,"Holts Summit, MO Urban Area","Holts Summit, MO",29027,5568,2240,4.738,0.131,38.637866,-92.125387
39619,"Holtville, CA Urban Area","Holtville, CA",06025,5985,1916,1.615,0.005,32.813781,-115.378319
39781,"Hondo, TX Urban Area","Hondo, TX",48325,6276,2760,3.036,0.005,29.34866,-99.143456
39835,"Honesdale, PA Urban Area","Honesdale, PA",42127,5105,2915,3.979,0.211,41.562555,-75.248114
39889,"Honolulu, HI Urban Area","Honolulu, HI",15003,845956,319162,144.974,3.309,21.358753,-157.934894
39916,"Hood River, OR--WA Urban Area","Hood River, OR",41027,16093,7519,9.331,0.006,45.711784,-121.517389
39970,"Hoopeston, IL Urban Area","Hoopeston, IL",17183,4892,2472,2.259,0.0,40.465118,-87.671726
40024,"Hope, AR Urban Area","Hope, AR",05057,8590,3929,7.867,0.063,33.665463,-93.591694
40078,"Hopkinsville, KY Urban Area","Hopkinsville, KY",21047,32381,14899,22.823,0.11,36.850909,-87.488212
40132,"Hornell, NY Urban Area","Hornell, NY",36101,10936,5477,5.776,0.0,42.34733,-77.668776
40153,"Hornsby Bend, TX Urban Area","Hornsby Bend, TX",48453,11706,4085,3.797,0.0,30.248757,-97.578657
40186,"Horse Cave, KY Urban Area","Horse Cave, KY",21099,4390,2303,3.694,0.016,37.158992,-85.929315
40189,"Horseshoe Bay, TX Urban Area","Horseshoe Bay, TX",48299,6415,4813,8.48,0.1,30.545379,-98.373833
40213,"Hot Springs, AR Urban Area","Hot Springs, AR",05051,58598,32361,50.277,4.631,34.476076,-93.079133
40267,"Hot Springs Village, AR Urban Area","Hot Springs Village, AR",05051,13536,8179,20.129,2.377,34.655229,-92.951495
40294,"Houghton--Hancock, MI Urban Area","Houghton, MI",26061,14812,5720,7.946,0.238,47.119388,-88.577222
40321,"Houghton Lake, MI Urban Area","Houghton Lake, MI",26143,8364,8805,10.906,0.323,44.300623,-84.691613
40348,"Houlton, ME Urban Area","Houlton, ME",23003,4424,2154,2.505,0.0,46.123633,-67.840818
40375,"Houma, LA Urban Area","Houma, LA",22109,148667,63230,94.889,0.626,29.676994,-90.749497
40429,"Houston, TX Urban Area","Houston, TX",48201,5912750,2290557,1752.686,25.699,29.773021,-95.400395
40537,"Hudson, NY Urban Area","Hudson, NY",36021,10545,5806,6.417,0.055,42.258478,-73.761574
40547,"Hudson, WI--MN Urban Area","Hudson, WI",55109,23738,10476,13.691,0.725,44.967676,-92.739174
40564,"Hugo, OK Urban Area","Hugo, OK",40023,5045,2580,3.96,0.01,34.007431,-95.508245
40618,"Humboldt, IA Urban Area","Humboldt, IA",19091,5236,2445,3.665,0.037,42.727164,-94.223327
40645,"Humboldt, TN Urban Area","Humboldt, TN",47053,6678,3538,5.292,0.0,35.827716,-88.90801
40672,"Huntingburg, IN Urban Area","Huntingburg, IN",18037,6391,2636,3.666,0.029,38.301042,-86.958245
40699,"Huntingdon, PA Urban Area","Huntingdon, PA",42061,11649,3643,4.12,0.083,40.500389,-78.014217
40726,"Huntington, IN Urban Area","Huntington, IN",18069,17152,7574,9.825,0.172,40.884572,-85.496722
40753,"Huntington, WV--KY--OH Urban Area","Huntington, WV",54011,201110,95233,128.875,10.468,38.449032,-82.363352
