GEOID,Name,Short Name,CSA,Population,Housing Units,Land Area,Water Area,Latitude,Longitude
33460,"Minneapolis-St. Paul-Bloomington, MN-WI","Minneapolis, MN",378,3693351,1530451,7047.553,472.672,45.096664,-93.275361
33500,"Minot, ND","Minot, ND",,76773,36516,4764.215,96.226,48.320242,-101.19801
33540,"Missoula, MT","Missoula, MT",,124435,58577,3812.629,28.757,47.069545,-114.262668
33580,"Mitchell, SD","Mitchell, SD",,25779,11973,1439.457,3.297,43.826091,-98.021652
33620,"Moberly, MO","Moberly, MO",190,24524,10811,482.713,5.117,39.439249,-92.492959
33660,"Mobile, AL","Mobile, AL",380,413162,185413,1229.382,414.67,30.684572,-88.196568
33700,"Modesto, CA","Modesto, CA",488,552250,184240,1496.15,17.907,37.562316,-121.002831
33740,"Monroe, LA","Monroe, LA",384,224705,101676,2837.621,69.935,32.67396,-92.058318
33780,"Monroe, MI","Monroe, MI",220,155001,66300,549.358,130.577,41.916097,-83.487106
33860,"Montgomery, AL","Montgomery, AL",388,385159,172442,2714.415,71.977,32.365631,-86.404585
33900,"Monticello, IN","Monticello, IN",320,24709,12926,505.181,3.539,40.75095,-86.864293
33910,"Monticello, NY","Monticello, NY",408,79147,49667,968.145,28.47,41.719993,-74.771577
33940,"Montrose, CO","Montrose, CO",,43272,19429,2240.946,1.901,38.407507,-108.266282
33980,"Morehead City, NC","Morehead City, NC",404,68652,51615,507.607,822.805,34.858343,-76.53586
34020,"Morgan City, LA","Morgan City, LA",,48455,22510,558.528,561.195,29.629349,-91.463804
34060,"Morgantown, WV","Morgantown, WV",,140724,65010,1008.908,8.361,39.525155,-79.801912
34100,"Morristown, TN","Morristown, TN",315,120765,53028,436.343,53.776,36.115484,-83.376546
34140,"Moscow, ID","Moscow, ID",446,40315,17429,1075.867,0.915,46.81892,-116.730974
34180,"Moses Lake, WA","Moses Lake, WA",393,100428,39496,2679.554,111.893,47.213633,-119.467788
34220,"Moultrie, GA","Moultrie, GA",,45907,19288,547.067,9.572,31.189714,-83.769873
34260,"Mountain Home, AR","Mountain Home, AR",,42150,22836,553.929,32.788,36.28027,-92.32995
34300,"Mountain Home, ID","Mountain Home, ID",147,29046,12168,3075.079,26.383,43.394698,-115.471205
34340,"Mount Airy, NC","Mount Airy, NC",268,71407,33609,532.644,4.012,36.415416,-80.686463
34380,"Mount Pleasant, MI","Mount Pleasant, MI",394,64475,28600,572.7,4.998,43.645233,-84.839424
34420,"Mount Pleasant, TX","Mount Pleasant, TX",,55950,23717,854.14,33.438,33.132104,-94.903503
34460,"Mount Sterling, KY","Mount Sterling, KY",336,47286,21070,678.908,9.869,38.039616,-83.747734
34500,"Mount Vernon, IL","Mount Vernon, IL",,36808,16650,571.237,12.565,38.30078,-88.92421
34540,"Mount Vernon, OH","Mount Vernon, OH",198,62888,26038,525.499,4.139,40.40362,-82.422393
34580,"Mount Vernon-Anacortes, WA","Mount Vernon, WA",500,130407,56472,1730.232,186.804,48.493292,-121.81577
34620,"Muncie, IN","Muncie, IN",294,112109,51611,392.109,3.8,40.227543,-85.399262
34660,"Murray, KY","Murray, KY",,37882,18034,384.863,25.834,36.620978,-88.274086
34680,"Murrells Inlet, SC","Murrells Inlet, SC",396,64200,36704,813.665,212.541,33.417531,-79.296333
34700,"Muscatine, IA","Muscatine, IA",209,42735,18429,437.44,11.684,41.483776,-91.118699
34740,"Muskegon-Norton Shores, MI","Muskegon, MI",266,175378,74969,503.921,956.103,43.428739,-86.420908
34780,"Muskogee, OK","Muskogee, OK",538,66471,29363,810.643,29.371,35.617551,-95.383911
34820,"Myrtle Beach-Conway-North Myrtle Beach, SC","Myrtle Beach, SC",396,368937,211686,1133.151,121.575,33.909269,-78.976675
34860,"Nacogdoches, TX","Nacogdoches, TX",,64897,28995,946.324,34.645,31.62056,-94.62025
34880,"Nantucket, MA","Nantucket, MA",,14299,12449,46.192,257.463,41.293392,-70.102164
34900,"Napa, CA","Napa, CA",488,136070,55601,751.976,40.326,38.5071,-122.325904
34940,"Naples-Marco Island, FL","Naples, FL",163,387681,234732,1997.014,608.026,26.118786,-81.400955
34980,"Nashville-Davidson--Murfreesboro--Franklin, TN","Nashville, TN",400,2043713,871937,6302.218,75.933,36.091577,-86.72298
35020,"Natchez, MS-LA","Natchez, MS",,54550,27329,1677.982,84.199,31.542918,-91.382533
35060,"Natchitoches, LA","Natchitoches, LA",,37047,18663,1253.008,46.544,31.732509,-93.082546
35100,"New Bern, NC","New Bern, NC",404,122634,59318,1514.422,294.184,35.116829,-77.08132
35140,"Newberry, SC","Newberry, SC",192,38121,18398,630.339,17.018,34.289881,-81.599676
35220,"New Castle, IN","New Castle, IN",294,48896,20968,391.877,2.954,39.929591,-85.397363
35300,"New Haven, CT","New Haven, CT",405,566803,247217,367.252,252.328,41.290167,-72.837024
35340,"New Iberia, LA","New Iberia, LA",318,69194,31215,574.74,465.624,29.606013,-91.842706
35380,"New Orleans-Metairie, LA","New Orleans, LA",406,988763,463532,2358.642,4415.434,29.282447,-89.576068
35420,"New Philadelphia-Dover, OH","New Philadelphia, OH",184,92585,40840,567.608,3.958,40.44744,-81.471166
35440,"Newport, OR","Newport, OR",,50632,32373,980.989,213.564,44.641061,-123.911212
35460,"Newport, TN","Newport, TN",315,36503,17883,436.138,6.921,35.916198,-83.119224
35580,"New Ulm, MN","New Ulm, MN",359,25826,11802,611.109,7.156,44.246541,-94.733647
35620,"New York-Newark-Jersey City, NY-NJ","New York, NY",408,19756722,7991914,6139.727,2505.647,40.735425,-73.80773
35660,"Niles, MI","Niles, MI",515,153411,77127,567.845,1013.627,41.791382,-86.742543
35700,"Nogales, AZ","Nogales, AZ",536,48209,18997,1236.26,1.185,31.525733,-110.845228
35740,"Norfolk, NE","Norfolk, NE",,48682,20983,1573.493,7.552,42.04313,-97.487952
35820,"North Platte, NE","North Platte, NE",,34934,16937,3134.854,11.429,41.141344,-100.697352
35840,"North Port-Bradenton-Sarasota, FL","North Port, FL",412,865031,474782,1298.818,640.765,27.329055,-82.414533
35900,"North Wilkesboro, NC","North Wilkesboro, NC",,65983,31744,753.678,2.646,36.208883,-81.166095
35940,"Norwalk, OH","Norwalk, OH",184,58412,25575,492.244,3.331,41.14508,-82.594641
35980,"Norwich-New London-Willimantic, CT","Norwich, CT",405,279025,125728,598.139,83.573,41.484769,-72.101666
36020,"Oak Harbor, WA","Oak Harbor, WA",500,86747,42398,208.698,308.626,48.158554,-122.670649
36100,"Ocala, FL","Ocala, FL",,387697,183453,1588.443,74.226,29.202805,-82.0431
36180,"Ocean Pines, MD","Ocean Pines, MD",480,53279,56585,468.299,226.565,38.222133,-75.309931
36220,"Odessa, TX","Odessa, TX",372,163206,67542,897.884,3.934,31.865301,-102.542507
36260,"Ogden, UT","Ogden, UT",482,645510,221009,1544.98,361.072,41.124342,-111.866933
36340,"Oil City, PA","Oil City, PA",,50096,26203,674.265,8.552,41.400714,-79.765813
36380,"Okeechobee, FL","Okeechobee, FL",370,40249,18532,769.302,122.736,27.385592,-80.887388
36420,"Oklahoma City, OK","Oklahoma City, OK",416,1445122,615515,5511.767,69.896,35.430968,-97.506966
36460,"Olean, NY","Olean, NY",160,76479,40279,1308.183,14.202,42.239099,-78.662332
36500,"Olympia-Lacey-Tumwater, WA","Olympia, WA",500,296640,123333,722.513,51.577,46.935822,-122.830152
36540,"Omaha, NE-IA","Omaha, NE",420,972840,407404,4345.679,61.521,41.290459,-95.99997
36580,"Oneonta, NY","Oneonta, NY",,59738,30011,1001.738,14.02,42.629776,-75.028841
36620,"Ontario, OR-ID","Ontario, OR",147,57891,21628,10294.587,45.527,43.225869,-117.619933
36660,"Opelousas, LA","Opelousas, LA",318,82128,37001,923.378,15.715,30.583441,-91.989274
36700,"Orangeburg, SC","Orangeburg, SC",192,83531,41420,1106.379,21.505,33.436135,-80.802913
36740,"Orlando-Kissimmee-Sanford, FL","Orlando, FL",422,2721022,1120478,3493.909,517.605,28.434398,-81.35606
36780,"Oshkosh-Neenah, WI","Oshkosh, WI",118,171357,76770,434.697,143.873,44.085707,-88.668149
36820,"Oskaloosa, IA","Oskaloosa, IA",218,22045,9708,570.851,2.546,41.330797,-92.636366
36830,"Othello, WA","Othello, WA",393,20690,6844,1924.989,4.813,47.011238,-118.512861
36837,"Ottawa, IL","Ottawa, IL",176,147676,68553,2164.286,29.555,41.356487,-89.173366
36840,"Ottawa, KS","Ottawa, KS",312,25994,11239,571.772,5.364,38.558019,-95.278962
36900,"Ottumwa, IA","Ottumwa, IA",,35265,15740,431.848,4.173,41.031275,-92.409466
36940,"Owatonna, MN","Owatonna, MN",378,37413,15878,429.588,2.692,44.015181,-93.236065
36980,"Owensboro, KY","Owensboro, KY",,112322,48370,710.923,21.784,37.664375,-87.147386
37020,"Owosso, MI","Owosso, MI",330,68061,30272,531.126,9.815,42.951545,-84.146352
37060,"Oxford, MS","Oxford, MS",,69359,34894,1098.848,75.385,34.221062,-89.584602
37100,"Oxnard-Thousand Oaks-Ventura, CA","Oxnard, CA",348,838259,294651,1840.78,365.779,34.358748,-119.133145
37120,"Ozark, AL","Ozark, AL",222,49516,22910,561.113,1.564,31.430654,-85.609476
37140,"Paducah, KY-IL","Paducah, KY",424,102924,49618,1235.467,89.673,37.094234,-88.71705
37220,"Pahrump, NV","Pahrump, NV",332,53207,25186,18181.914,16.683,37.965864,-116.459011
37260,"Palatka, FL","Palatka, FL",300,74235,36614,728.396,98.525,29.593897,-81.732039
37300,"Palestine, TX","Palestine, TX",,57825,20474,1062.617,15.384,31.841261,-95.661727
37340,"Palm Bay-Melbourne-Titusville, FL","Palm Bay, FL",,620533,294461,1014.973,542.063,28.298311,-80.700333
37420,"Pampa, TX","Pampa, TX",,21916,10367,1850.032,3.493,35.617393,-100.810553
37460,"Panama City-Panama City Beach, FL","Panama City, FL",,206627,117171,1343.297,739.378,30.273241,-85.642089
37500,"Paragould, AR","Paragould, AR",308,46182,19420,577.347,2.029,36.120607,-90.566346
37540,"Paris, TN","Paris, TN",,32345,17044,561.902,31.499,36.325295,-88.300288
37580,"Paris, TX","Paris, TX",,62042,28930,1951.23,38.608,33.646445,-95.295089
37620,"Parkersburg-Vienna, WV","Parkersburg, WV",425,88960,43019,599.011,12.521,39.141531,-81.460402
37740,"Payson, AZ","Payson, AZ",429,53610,32614,4757.578,37.246,33.789618,-110.81187
37800,"Pella, IA","Pella, IA",218,33551,14268,554.49,16.017,41.331433,-93.093868
37860,"Pensacola-Ferry Pass-Brent, FL","Pensacola, FL",,516994,225953,1669.4,678.479,30.608557,-87.158547
37900,"Peoria, IL","Peoria, IL",427,365773,167809,2467.666,50.377,40.788069,-89.514639
37940,"Peru, IN","Peru, IN",294,35772,14927,373.842,3.546,40.772805,-86.044244
37950,"Petoskey, MI","Petoskey, MI",,34159,21886,467.546,414.451,45.590094,-84.986822
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","Philadelphia, PA",428,6241882,2608248,4603.223,267.144,39.894958,-75.311982
38060,"Phoenix-Mesa-Chandler, AZ","Phoenix, AZ",429,4941206,2030723,14568.704,31.97,33.185765,-112.067862
38100,"Picayune, MS","Picayune, MS",406,56781,25137,811.508,7.836,30.774793,-89.586904
38180,"Pierre, SD","Pierre, SD",,20744,9498,2185.963,131.934,44.404897,-100.484817
38210,"Pikeville, KY","Pikeville, KY",,92808,46430,1179.523,4.749,37.499366,-82.509794
38220,"Pine Bluff, AR","Pine Bluff, AR",340,73271,34308,1470.256,44.646,34.121115,-92.041969
38240,"Pinehurst-Southern Pines, NC","Pinehurst, NC",246,102840,49419,697.627,8.052,35.308273,-79.492723
38260,"Pittsburg, KS","Pittsburg, KS",,38963,18088,589.771,5.241,37.505821,-94.853897
38300,"Pittsburgh, PA","Pittsburgh, PA",430,2443921,1169819,5640.324,64.883,40.471332,-79.863986
38340,"Pittsfield, MA","Pittsfield, MA",,128047,69861,926.874,19.579,42.371493,-73.217928
38380,"Plainview, TX","Plainview, TX",352,37541,16000,1996.823,0.475,34.066933,-101.571422
38420,"Platteville, WI","Platteville, WI",,51678,22192,1147.604,35.769,42.870028,-90.694229
38460,"Plattsburgh, NY","Plattsburgh, NY",,78961,37461,1037.751,79.762,44.752712,-73.705643
38500,"Plymouth, IN","Plymouth, IN",515,46225,19959,443.618,6.125,41.325003,-86.269036
38540,"Pocatello, ID","Pocatello, ID",,88457,35683,1112.49,35.551,42.692921,-112.228982
38620,"Ponca City, OK","Ponca City, OK",,43731,20923,919.61,25.307,36.814885,-97.143862
38660,"Ponce, PR","Ponce, PR",434,273739,129258,365.515,172.71,18.022864,-66.645703
38700,"Pontiac, IL","Pontiac, IL",145,35659,15930,1043.628,2.307,40.894376,-88.552852
38740,"Poplar Bluff, MO","Poplar Bluff, MO",,42166,19296,694.754,4.323,36.71518,-90.40313
38820,"Port Angeles, WA","Port Angeles, WA",,77593,38295,1738.776,930.241,48.110903,-123.88986
38860,"Portland-South Portland, ME","Portland, ME",438,557764,284481,2081.404,775.8,43.651417,-70.418375
38900,"Portland-Vancouver-Hillsboro, OR-WA","Portland, OR",440,2510529,1050449,6687.397,136.825,45.600622,-122.484378
38920,"Port Lavaca, TX","Port Lavaca, TX",544,19921,10743,506.936,525.729,28.441719,-96.579574
38940,"Port St. Lucie, FL","Port St. Lucie, FL",370,506701,237227,1115.747,325.377,27.227944,-80.424961
39020,"Portsmouth, OH","Portsmouth, OH",170,73118,33153,610.155,6.206,38.814889,-82.998675
39040,"Port Townsend, WA","Port Townsend, WA",,33313,19359,1803.728,384.169,47.805708,-123.527057
39060,"Pottsville, PA","Pottsville, PA",,143259,67292,778.772,3.985,40.703682,-76.217788
39150,"Prescott Valley-Prescott, AZ","Prescott Valley, AZ",,241656,124032,8122.932,4.385,34.631071,-112.577225
39220,"Price, UT","Price, UT",,20446,9629,1479.343,5.979,39.673284,-110.588484
39300,"Providence-Warwick, RI-MA","Providence, RI",148,1673807,728781,1587.011,649.083,41.70684,-71.286687
39340,"Provo-Orem-Lehi, UT","Provo, UT",482,695895,207280,5396.273,153.842,39.872067,-112.359059
39380,"Pueblo, CO","Pueblo, CO",444,168726,73031,2386.552,11.214,38.162765,-104.484668
39420,"Pullman, WA","Pullman, WA",446,47042,21232,2159.262,18.628,46.905944,-117.53539
39460,"Punta Gorda, FL","Punta Gorda, FL",412,195083,114821,681.149,266.086,26.906358,-82.00363
39480,"Putnam, CT","Putnam, CT",405,95829,41629,553.9,9.256,41.842375,-71.972655
39500,"Quincy, IL-MO","Quincy, IL",448,75111,34598,1360.167,21.899,40.027165,-91.389838
39540,"Racine-Mount Pleasant, WI","Racine, WI",376,196888,84558,332.614,459.529,42.780392,-87.771599
39580,"Raleigh-Cary, NC","Raleigh, NC",450,1449594,601103,2118.669,28.564,35.756746,-78.460441
39660,"Rapid City, SD","Rapid City, SD",452,151064,68429,7804.642,21.683,44.195108,-102.916612
39700,"Raymondville, TX","Raymondville, TX",154,20218,6854,590.613,194.154,26.481861,-97.594731
39740,"Reading, PA","Reading, PA",428,429989,171147,856.404,9.351,40.413957,-75.92686
39780,"Red Bluff, CA","Red Bluff, CA",454,65520,27456,2949.137,13.038,40.126157,-122.232274
39820,"Redding, CA","Redding, CA",454,181554,79748,3775.651,71.745,40.760514,-122.043556
39860,"Red Wing, MN","Red Wing, MN",378,47844,21071,756.742,22.823,44.406178,-92.716
39900,"Reno, NV","Reno, NV",456,556539,240502,8582.738,248.684,40.251057,-119.555507
39940,"Rexburg, ID","Rexburg, ID",292,67279,23438,2333.227,36.271,44.142753,-111.508107
39960,"Rice Lake, WI","Rice Lake, WI",,46741,23966,863.083,26.68,45.437192,-91.852892
39980,"Richmond, IN","Richmond, IN",458,66377,30758,401.755,2.588,39.863091,-85.006735
40060,"Richmond, VA","Richmond, VA",,1327321,561343,4364.309,127.746,37.412237,-77.44372
40080,"Richmond-Berea, KY","Richmond, KY",336,124287,54144,1007.587,9.375,37.59662,-84.205586
40090,"Rifle, CO","Rifle, CO",233,79153,37990,3918.127,10.88,39.509466,-107.667061
40100,"Rio Grande City-Roma, TX","Rio Grande City, TX",365,65809,23008,1223.179,5.941,26.530903,-98.740235
40140,"Riverside-San Bernardino-Ontario, CA","Riverside, CA",348,4637725,1598577,27277.441,130.873,34.538459,-116.134544
40180,"Riverton, WY","Riverton, WY",,39472,17471,9183.597,82.144,43.054831,-108.608935
40220,"Roanoke, VA","Roanoke, VA",,314661,148029,1867.573,27.879,37.286226,-79.946935
40260,"Roanoke Rapids, NC","Roanoke Rapids, NC",468,65431,35469,1260.453,20.37,36.320576,-77.542757
40300,"Rochelle, IL","Rochelle, IL",466,51536,22625,758.654,4.78,42.041884,-89.320176
40340,"Rochester, MN","Rochester, MN",462,227252,98552,2477.204,28.901,43.94981,-92.33066
40380,"Rochester, NY","Rochester, NY",464,1058875,478537,2927.738,1942.14,43.184718,-77.556558
40420,"Rockford, IL","Rockford, IL",466,336605,145197,793.798,7.419,42.331183,-89.042914
40460,"Rockingham, NC","Rockingham, NC",246,42818,19840,473.689,6.014,35.004636,-79.755695
40540,"Rock Springs, WY","Rock Springs, WY",,41786,19226,10426.981,64.182,41.660328,-108.875677
40580,"Rocky Mount, NC","Rocky Mount, NC",468,144228,66795,1045.88,3.815,35.941045,-77.798549
40620,"Rolla, MO","Rolla, MO",,44948,20246,671.787,2.535,37.866326,-91.79035
40660,"Rome, GA","Rome, GA",122,98985,40763,509.832,8.633,34.26369,-85.213685
40700,"Roseburg, OR","Roseburg, OR",,111807,50257,5035.755,97.203,43.286328,-123.154476
40740,"Roswell, NM","Roswell, NM",,64446,26794,6067.178,7.903,33.361604,-104.469837
40760,"Ruidoso, NM","Ruidoso, NM",,20227,17768,4831.115,0.214,33.740841,-105.449805
40770,"Russellville, AL","Russellville, AL",250,31978,13965,633.959,12.564,34.441989,-87.842814
40780,"Russellville, AR","Russellville, AR",,84025,36333,1741.338,37.748,35.199586,-93.252763
40820,"Ruston, LA","Ruston, LA",384,48160,20650,471.636,0.733,32.601823,-92.662303
40860,"Rutland, VT","Rutland, VT",,60484,33974,930.552,14.964,43.612399,-73.060304
40900,"Sacramento-Roseville-Folsom, CA","Sacramento, CA",472,2406563,945650,5093.612,211.173,38.790272,-121.005643
40940,"Safford, AZ","Safford, AZ",,38860,13941,4621.877,18.331,32.931828,-109.87831
40980,"Saginaw, MI","Saginaw, MI",474,189210,86134,800.807,15.159,43.328267,-84.05541
41060,"St. Cloud, MN","St. Cloud, MN",378,200816,83695,1751.186,51.76,45.593031,-94.488363
41100,"St. George, UT","St. George, UT",,189827,78993,2427.589,3.005,37.262531,-113.4878
41140,"St. Joseph, MO-KS","St. Joseph, MO",312,120609,53618,1655.718,19.925,39.834843,-94.783754
41180,"St. Louis, MO-IL","St. Louis, MO",476,2809414,1267353,7863.479,218.442,38.740211,-90.345825
41260,"St. Marys, PA","St. Marys, PA",,30703,16876,826.901,4.939,41.427332,-78.653937
41400,"Salem, OH","Salem, OH",566,101203,46133,531.93,2.81,40.770073,-80.778455
41420,"Salem, OR","Salem, OR",440,435085,165046,1921.764,13.436,44.903385,-122.901757
41460,"Salina, KS","Salina, KS",,59583,26830,1440.973,1.671,38.96457,-97.663387
41500,"Salinas, CA","Salinas, CA",,435834,144659,3281.718,489.503,36.240104,-121.315578
41540,"Salisbury, MD","Salisbury, MD",480,128802,54841,694.172,316.385,38.197279,-75.769252
41620,"Salt Lake City-Murray, UT","Salt Lake City, UT",482,1261337,464304,7793.122,298.585,40.572887,-112.953253
41660,"San Angelo, TX","San Angelo, TX",,120830,52744,2573.864,18.312,31.36531,-100.659418
41700,"San Antonio-New Braunfels, TX","San Antonio, TX",484,2612802,1037336,7313.298,57.562,29.43306,-98.606973
41740,"San Diego-Chula Vista-Carlsbad, CA","San Diego, CA",,3282782,1240607,4210.884,315.011,33.023604,-116.776117
41760,"Sandpoint, ID","Sandpoint, ID",,49456,26623,1733.229,184.904,48.324634,-116.62745
41780,"Sandusky, OH","Sandusky, OH",184,115099,67162,505.973,704.888,41.519606,-82.794568
41820,"Sanford, NC","Sanford, NC",450,64565,26854,255.072,4.131,35.476336,-79.172117
41860,"San Francisco-Oakland-Fremont, CA","San Francisco, CA",488,4653593,1866271,2469.789,956.357,37.773718,-122.274432
41940,"San Jose-Sunnyvale-Santa Clara, CA","San Jose, CA",488,1969353,715146,2679.735,14.794,36.908472,-121.371372
41980,"San Juan-Bayamón-Caguas, PR","San Juan, PR",490,2063795,989904,1438.221,562.917,18.294453,-66.036844
42020,"San Luis Obispo-Paso Robles, CA","San Luis Obispo, CA",,281486,124871,3300.842,314.924,35.388189,-120.448897
42100,"Santa Cruz-Watsonville, CA","Santa Cruz, CA",488,266021,106635,445.106,162.055,37.012347,-122.007789
42140,"Santa Fe, NM","Santa Fe, NM",105,155175,77686,1910.38,1.02,35.514531,-105.963972
42200,"Santa Maria-Santa Barbara, CA","Santa Maria, CA",,443975,159766,2733.941,1053.75,34.536677,-120.038364
42220,"Santa Rosa-Petaluma, CA","Santa Rosa, CA",,485642,206319,1575.337,192.005,38.525182,-122.92611
42300,"Sault Ste. Marie, MI","Sault Ste. Marie, MI",,36448,20340,1558.515,1139.961,46.321819,-84.52063
42340,"Savannah, GA","Savannah, GA",496,412089,178564,1349.247,218.086,32.109256,-81.273287
42380,"Sayre, PA","Sayre, PA",,59971,29421,1147.376,13.641,41.791504,-76.502123
42420,"Scottsbluff, NE","Scottsbluff, NE",,36594,16825,1485.659,6.086,41.699256,-103.708555
42460,"Scottsboro, AL","Scottsboro, AL",174,52839,24797,1078.014,48.778,34.764114,-85.980056
42540,"Scranton--Wilkes-Barre, PA","Scranton, PA",,567887,263883,1745.954,30.09,41.322881,-75.898188
42580,"Seaford, DE","Seaford, DE",,247799,147904,936.146,260.277,38.673227,-75.337024
42620,"Searcy, AR","Searcy, AR",340,77395,33622,1033.966,8.047,35.255118,-91.753034
42660,"Seattle-Tacoma-Bellevue, WA","Seattle, WA",500,4021467,1681971,5870.293,438.352,47.490552,-121.833977
42680,"Sebastian-Vero Beach-West Vero Corridor, FL","Sebastian, FL",370,163856,85093,502.555,114.072,27.700528,-80.574789
42700,"Sebring, FL","Sebring, FL",,103808,58086,1017.67,89.051,27.34108,-81.342353
42740,"Sedalia, MO","Sedalia, MO",,43205,18608,682.237,4.042,38.727388,-93.28519
42780,"Selinsgrove, PA","Selinsgrove, PA",146,39711,16033,328.784,2.764,40.755412,-77.07302
42820,"Selma, AL","Selma, AL",388,37536,18949,978.741,15.103,32.333526,-87.11436
42860,"Seneca, SC","Seneca, SC",273,79566,41514,626.593,46.965,34.748766,-83.06154
42900,"Seneca Falls, NY","Seneca Falls, NY",464,33125,16148,323.699,66.724,42.782294,-76.827088
42940,"Sevierville, TN","Sevierville, TN",315,98802,57809,592.518,5.178,35.787822,-83.5249
42980,"Seymour, IN","Seymour, IN",294,46319,19231,509.978,3.928,38.911957,-86.042516
43020,"Shawano, WI","Shawano, WI",267,45183,22578,1250.84,23.516,44.851643,-88.745543
43060,"Shawnee, OK","Shawnee, OK",416,73011,30163,787.816,5.709,35.211391,-96.957004
43100,"Sheboygan, WI","Sheboygan, WI",,117783,52549,511.519,759.722,43.738713,-87.731531
43140,"Shelby-Kings Mountain, NC","Shelby, NC",172,100170,43999,464.264,3.915,35.33463,-81.557114
43180,"Shelbyville, TN","Shelbyville, TN",400,51291,20129,473.639,1.151,35.51366,-86.458294
43220,"Shelton, WA","Shelton, WA",500,66968,33751,959.565,91.478,47.350832,-123.173103
43260,"Sheridan, WY","Sheridan, WY",,31585,15236,2523.361,3.084,44.781369,-106.881211
43300,"Sherman-Denison, TX","Sherman, TX",206,139988,60366,932.832,46.369,33.624548,-96.675777
43320,"Show Low, AZ","Show Low, AZ",,107744,56946,9949.496,9.313,35.390785,-110.321025
43340,"Shreveport-Bossier City, LA","Shreveport, LA",508,389004,181250,2595.605,102.937,32.437682,-93.744884
43380,"Sidney, OH","Sidney, OH",212,48007,20113,407.691,3.016,40.33668,-84.204142
43420,"Sierra Vista-Douglas, AZ","Sierra Vista, AZ",,125458,59312,6209.872,6.805,31.840129,-109.775163
43460,"Sikeston, MO","Sikeston, MO",164,50046,22115,831.603,23.046,36.94283,-89.427601
43500,"Silver City, NM","Silver City, NM",,27856,14664,3961.207,5.905,32.732087,-108.381504
43580,"Sioux City, IA-NE-SD","Sioux City, IA",512,144007,58354,1598.084,14.301,42.508009,-96.311335
43620,"Sioux Falls, SD-MN","Sioux Falls, SD",,293107,125197,3057.881,11.021,43.525658,-96.875416
43640,"Slidell-Mandeville-Covington, LA","Slidell, LA",406,269331,112414,845.308,250.314,30.410022,-89.951962
43660,"Snyder, TX","Snyder, TX",,16633,6896,905.445,2.099,32.744353,-100.913346
43700,"Somerset, KY","Somerset, KY",,65503,31673,658.106,19.048,37.107428,-84.576969
43740,"Somerset, PA","Somerset, PA",306,73255,37800,1075.047,6.603,39.981297,-79.028486
43760,"Sonora, CA","Sonora, CA",,54873,31491,2220.912,53.54,38.021434,-119.964733
43780,"South Bend-Mishawaka, IN-MI","South Bend, IN",515,324180,143872,947.91,21.785,41.774981,-86.123014
43890,"Sparta, WI","Sparta, WI",317,46169,19918,900.904,7.176,43.945175,-90.619969
43900,"Spartanburg, SC","Spartanburg, SC",273,365086,154594,1322.015,13.096,34.83462,-81.842401
43940,"Spearfish, SD","Spearfish, SD",452,26574,14545,800.053,0.258,44.348514,-103.806362
43980,"Spencer, IA","Spencer, IA",517,16446,8141,567.238,5.354,43.081224,-95.149875
44020,"Spirit Lake, IA","Spirit Lake, IA",517,17844,14060,380.532,23.429,43.389611,-95.196057
44060,"Spokane-Spokane Valley, WA","Spokane, WA",518,591793,250733,4241.327,79.669,48.091618,-117.663472
44100,"Springfield, IL","Springfield, IL",522,207386,98753,1182.621,9.802,39.828621,-89.696067
44140,"Springfield, MA","Springfield, MA",521,462853,197210,617.006,17.149,42.136198,-72.635647
44180,"Springfield, MO","Springfield, MO",,481671,210306,3006.973,13.711,37.36087,-93.180262
44220,"Springfield, OH","Springfield, OH",212,135445,61092,395.879,5.64,39.917032,-83.783676
44260,"Starkville, MS","Starkville, MS",523,61415,30520,878.784,5.764,33.514617,-89.077508
44300,"State College, PA","State College, PA",524,158041,66023,1107.259,4.361,40.909322,-77.847667
44340,"Statesboro, GA","Statesboro, GA",496,92112,38283,858.862,16.645,32.351704,-81.775036
44420,"Staunton-Stuarts Draft, VA","Staunton, VA",277,126052,55637,1001.964,3.88,38.160958,-79.127632
44460,"Steamboat Springs, CO","Steamboat Springs, CO",,38248,23027,7105.263,13.759,40.571846,-107.825352
44500,"Stephenville, TX","Stephenville, TX",,43244,18515,1083.179,6.628,32.236207,-98.218336
44540,"Sterling, CO","Sterling, CO",,21067,8709,1838.599,6.318,40.728091,-103.090464
44580,"Sterling, IL","Sterling, IL",221,55192,25850,684.099,12.31,41.750675,-89.911005
44620,"Stevens Point-Plover, WI","Stevens Point, WI",554,70375,31496,800.874,21.944,44.476246,-89.49807
44660,"Stillwater, OK","Stillwater, OK",,82290,36900,684.901,12.352,36.079225,-96.975255
44700,"Stockton-Lodi, CA","Stockton, CA",488,787416,256826,1392.301,34.311,37.934982,-121.272244
44740,"Storm Lake, IA","Storm Lake, IA",,20684,8241,574.899,5.327,42.741522,-95.141432
44780,"Sturgis, MI","Sturgis, MI",310,60870,27248,500.639,20.387,41.911488,-85.52287
44860,"Sulphur Springs, TX","Sulphur Springs, TX",206,37351,15793,767.431,25.341,33.148967,-95.565434
44900,"Summerville, GA","Summerville, GA",174,24975,10883,313.327,0.22,34.474178,-85.345289
44940,"Sumter, SC","Sumter, SC",192,104853,47288,665.078,17.007,33.91614,-80.382376
