ZCTA5,Primary County,Primary County Subdivision,Primary Place,Primary Urban Area,Population,Housing Units,Land Area,Water Area,Latitude,Longitude
01562,25027,2502766105,2566070,83641,11955,5741,32.851,1.159,42.247211,-71.991867
01564,25027,2502767385,,97291,8053,3477,30.616,1.063,42.447924,-71.776045
01566,25027,2502768155,2568120,83160,6795,3047,24.992,0.991,42.103214,-72.079545
01568,25027,2502771480,2571445,97291,7828,2771,21.217,0.236,42.177529,-71.606322
01569,25027,2502771620,,97291,14039,5689,29.383,0.561,42.055921,-71.631128
01570,25027,2502773895,2573930,97291,17671,8207,12.357,2.24,42.049253,-71.846219
01571,25027,2502717685,,97291,11885,4366,20.832,1.059,42.053778,-71.935075
01581,25027,2502775015,2575050,97291,21360,8552,20.606,0.861,42.268426,-71.613309
01583,25027,2502775155,2582000,97291,7476,2895,12.576,0.91,42.375357,-71.789363
01585,25027,2502775400,2575365,,4841,2300,28.075,0.645,42.236908,-72.162221
01588,25027,2502746925,2579495,97291,10468,4403,8.094,0.703,42.116108,-71.664614
01590,25027,2502768610,,97291,9268,3411,32.473,1.546,42.132051,-71.750318
01602,25027,2502782000,2582000,97291,25869,10485,5.829,0.244,42.269189,-71.850728
01603,25027,2502782000,2582000,97291,20678,8334,4.529,0.128,42.243826,-71.843569
01604,25027,2502782000,2582000,97291,40724,18169,6.634,0.165,42.253485,-71.767932
01605,25027,2502782000,2582000,97291,30590,12438,5.654,0.132,42.289683,-71.787793
01606,25027,2502782000,2582000,97291,22636,9550,5.988,0.3,42.313887,-71.794185
01607,25027,2502782000,2582000,97291,8630,4050,3.026,0.053,42.225974,-71.788894
01608,25027,2502782000,2582000,97291,5080,2552,0.482,0.0,42.26209,-71.801428
01609,25027,2502782000,2582000,97291,23256,9169,3.734,0.022,42.285114,-71.829987
01610,25027,2502782000,2582000,97291,27033,10131,2.132,0.005,42.247049,-71.808366
01611,25027,2502734795,,97291,2188,784,3.418,0.25,42.240977,-71.877035
01612,25027,2502752420,,97291,5013,1688,15.262,0.765,42.296798,-71.928991
01701,25017,2501724960,2524960,09271,32973,13454,16.889,0.622,42.319587,-71.4428
01702,25017,2501724960,2524960,09271,38898,15359,8.211,0.839,42.282379,-71.436623
01718,25017,2501700380,,09271,737,241,0.138,0.004,42.522816,-71.430271
01719,25017,2501707350,,09271,5462,2196,10.284,0.122,42.485985,-71.520985
01720,25017,2501700380,,09271,23081,8892,19.623,0.426,42.483953,-71.438495
01721,25017,2501702130,,09271,18634,8161,12.338,0.537,42.257755,-71.473526
01730,25017,2501704615,2509875,09271,14408,5927,12.445,0.168,42.499332,-71.281901
01731,25017,2501704615,2528425,09271,1784,460,2.337,0.005,42.464648,-71.28483
01740,25027,2502706365,,97291,5653,2005,19.946,0.134,42.439933,-71.601885
01741,25017,2501711525,,09271,5209,1875,15.274,0.25,42.536807,-71.361324
01742,25017,2501715060,2575680,09271,18311,6900,24.125,1.3,42.462911,-71.364496
01745,25027,2502763165,,09271,554,213,0.39,0.001,42.292114,-71.499197
01746,25017,2501730700,,09271,14902,5697,18.654,0.4,42.195951,-71.45343
01747,25027,2502730945,2530980,09271,6021,2300,5.175,0.171,42.123007,-71.531404
01748,25017,2501731085,2531050,97291,18748,7008,26.226,1.629,42.224096,-71.540489
01749,25017,2501731540,2531575,09271,19947,8560,11.528,0.338,42.389071,-71.545864
01752,25017,2501738715,2538715,09271,41391,17416,20.864,1.237,42.349617,-71.547214
01754,25017,2501739625,2539660,09271,10671,4653,5.198,0.156,42.425955,-71.456256
01756,25027,2502740255,,09271,6238,2175,17.771,0.214,42.09387,-71.544519
01757,25027,2502741165,2541200,09271,30411,12024,15.134,0.273,42.158692,-71.521419
01760,25017,2501743895,2514570,09271,36274,15901,14.781,0.998,42.284822,-71.348811
01770,25017,2501761380,,09271,4404,1632,15.788,0.368,42.231947,-71.372963
01772,25027,2502763165,2515340,09271,9867,3436,13.614,1.513,42.302877,-71.530828
01773,25017,2501735425,2572600,09271,5216,2293,13.863,0.774,42.425506,-71.310812
01775,25017,2501768050,2539660,09271,7111,2613,17.335,0.674,42.429688,-71.512514
01776,25017,2501768260,,09271,18926,6432,24.406,0.477,42.383367,-71.42107
01778,25017,2501773790,2514570,09271,14070,5202,15.031,0.814,42.356275,-71.361942
01801,25017,2501781035,2581035,09271,40992,16827,12.705,0.294,42.488703,-71.154383
01803,25017,2501709840,2509875,09271,26004,10512,11.271,0.111,42.503227,-71.201713
01810,25009,2500901465,2501430,09271,35612,13889,30.521,1.329,42.648044,-71.161751
01821,25017,2501705805,2553680,09271,30854,11723,16.592,0.403,42.54933,-71.251725
01824,25017,2501713135,2537000,09271,26612,10281,18.062,0.385,42.59079,-71.355182
01826,25017,2501717475,2540710,09271,32309,12477,20.784,0.748,42.679723,-71.30068
01827,25017,2501717825,,68563,3359,1150,16.456,0.298,42.676149,-71.499772
01830,25009,2500929405,2529405,09271,26885,11050,13.868,1.314,42.796313,-71.053436
01832,25009,2500929405,2529405,09271,25707,10538,11.357,0.485,42.791114,-71.132859
01833,25009,2500925625,,09271,8389,3193,12.824,0.288,42.726226,-70.983318
01834,25009,2500927620,,09271,6742,2650,8.88,0.517,42.7539,-71.015935
01835,25009,2500929405,2529405,09271,14681,5638,7.81,0.862,42.751325,-71.094411
01840,25009,2500934550,2534550,09271,6977,3224,0.51,0.078,42.706763,-71.160403
01841,25009,2500934550,2534550,09271,52738,17390,3.043,0.175,42.715079,-71.1483
01843,25009,2500934550,2534550,09271,28352,10793,3.374,0.246,42.689988,-71.16039
01844,25009,2500940710,2540710,09271,52780,19845,22.099,0.776,42.742641,-71.178651
01845,25009,2500946365,2501430,09271,31624,11866,26.409,1.432,42.673909,-71.091334
01850,25017,2501737000,2537000,09271,16806,5965,1.361,0.118,42.656045,-71.303309
01851,25017,2501737000,2537000,09271,32323,11774,3.229,0.112,42.627999,-71.336757
01852,25017,2501737000,2537000,09271,36546,15180,4.973,0.227,42.632978,-71.295616
01854,25017,2501737000,2537000,09271,29062,11056,3.96,0.455,42.649481,-71.348229
01860,25009,2500940430,,09271,6717,2776,8.499,0.399,42.838603,-71.011997
01862,25017,2501705805,,09271,11126,4192,9.106,0.344,42.578543,-71.295592
01863,25017,2501713135,,09271,9570,3684,4.455,0.324,42.630484,-71.397895
01864,25017,2501748955,,09271,15529,5916,13.157,0.332,42.578401,-71.084448
01867,25017,2501756130,2556165,09271,25443,9741,9.965,0.014,42.535183,-71.105423
01876,25017,2501769415,,09271,30817,12114,20.831,0.432,42.611893,-71.227226
01879,25017,2501771025,,09271,12385,4212,16.761,1.31,42.667762,-71.42882
01880,25017,2501772215,2572250,09271,27026,11321,7.385,0.603,42.504361,-71.064061
01886,25017,2501776135,,09271,24524,8881,30.241,1.118,42.585541,-71.44025
01887,25017,2501780230,2580195,09271,23191,8138,16.973,0.17,42.564647,-71.164516
01890,25017,2501780510,2580545,09271,22809,8201,6.032,0.316,42.452752,-71.144319
01901,25009,2500937490,2537490,09271,1658,1173,0.271,0.027,42.460419,-70.946379
01902,25009,2500937490,2537490,09271,51931,19475,2.37,0.137,42.471039,-70.941535
01904,25009,2500937490,2537490,09271,20078,7237,4.245,0.503,42.491447,-70.971441
01905,25009,2500937490,2537490,09271,26986,9449,3.05,0.443,42.462378,-70.972343
01906,25009,2500960015,2560050,09271,28566,11289,11.578,1.006,42.469675,-71.012785
01907,25009,2500968645,2568680,09271,15208,6453,3.023,0.569,42.474145,-70.906597
01908,25009,2500943580,2543615,09271,3336,1825,1.076,1.344,42.428234,-70.926071
01913,25009,2500901260,2501260,09271,17279,7807,12.292,1.44,42.851277,-70.955792
01915,25009,2500905595,2505595,09271,41611,17317,14.208,1.244,42.570442,-70.867693
01921,25009,2500907420,2507385,09271,8234,2946,23.594,0.85,42.683108,-71.027188
01922,25009,2500945175,,09271,3827,1209,9.066,0.277,42.757313,-70.914241
01923,25009,2500916250,2516285,09271,27734,11553,13.206,0.906,42.574174,-70.950516
01929,25009,2500921850,2521815,09271,3648,1570,13.937,2.079,42.640451,-70.771165
01930,25009,2500926150,2526150,09271,29830,14630,26.193,5.408,42.620291,-70.677956
01937,25009,2500916250,2516285,09271,176,0,0.073,0.0,42.585723,-70.984051
01938,25009,2500932310,2532275,41657,13791,6153,32.105,6.421,42.686464,-70.839594
01940,25009,2500937560,2537595,09271,13072,5038,10.077,0.617,42.534146,-71.038333
01944,25009,2500937995,,09271,5386,2191,9.23,1.238,42.576636,-70.767154
01945,25009,2500938400,2538435,09271,20373,8817,4.43,4.755,42.504317,-70.851542
01949,25009,2500941095,,09271,9668,3351,13.447,1.041,42.610322,-71.006295
01950,25009,2500945245,2545245,09271,18356,8239,8.35,2.304,42.812358,-70.891095
01951,25009,2500945175,,09271,2896,1752,14.306,2.651,42.773351,-70.850211
01952,25009,2500959245,2559210,09271,9182,5082,15.373,2.41,42.844794,-70.841499
01960,25009,2500952490,2552490,09271,54057,23163,16.016,0.544,42.53431,-70.969443
01965,25009,2500905595,2505595,09271,803,339,0.879,0.006,42.564101,-70.824723
01966,25009,2500957880,2557845,09271,6973,4232,6.988,1.612,42.640699,-70.62025
01969,25009,2500958405,2558370,09271,6175,2393,18.201,2.151,42.721495,-70.886637
01970,25009,2500959105,2559105,09271,44435,21026,8.242,9.327,42.529248,-70.868017
01982,25009,2500927900,,09271,7612,2828,14.201,0.738,42.626223,-70.85723
01983,25009,2500970150,2570115,09271,6532,2329,11.898,0.902,42.641387,-70.943383
01984,25009,2500974595,,09271,4933,1400,7.659,0.482,42.600668,-70.88326
01985,25009,2500977150,,09271,4521,1807,13.447,1.277,42.799565,-70.964428
02019,25021,2502104930,2504965,72505,17025,6626,18.343,0.549,42.076682,-71.47449
02021,25021,2502111315,,09271,24293,9941,18.746,0.795,42.175737,-71.125385
02025,25021,2502114640,,09271,8330,3290,9.773,1.06,42.236428,-70.814333
02026,25021,2502116495,2516530,09271,25150,10885,10.27,0.414,42.246872,-71.179462
02030,25021,2502117405,2517370,09271,5886,1955,15.096,0.324,42.23416,-71.291167
02032,25021,2502172495,,09271,4847,1593,2.338,0.061,42.156882,-71.216187
02035,25021,2502124820,2524855,09271,18476,7423,19.856,0.994,42.061338,-71.245802
02038,25021,2502125172,2525172,09271,32777,12580,26.639,0.39,42.084858,-71.410571
02043,25023,2502330210,2530175,09271,24143,9635,22.18,0.832,42.216098,-70.88127
02045,25023,2502331645,2531680,09271,10116,5831,2.674,8.099,42.28587,-70.879517
02047,25023,2502360330,,09271,218,269,0.577,0.0,42.145534,-70.69505
02048,25005,2500538225,2538230,72505,23831,9167,20.104,0.318,42.017302,-71.21642
02050,25023,2502338855,2538820,09271,25915,11819,28.761,3.411,42.115139,-70.710331
02052,25021,2502139765,2539730,09271,12844,4583,14.409,0.247,42.184599,-71.305307
02053,25021,2502139975,,09271,13164,4598,11.537,0.132,42.156203,-71.430345
02054,25021,2502141515,2541532,09271,8565,3357,12.033,0.231,42.173103,-71.363756
02056,25021,2502146050,,72505,11527,3412,14.898,0.499,42.116244,-71.329274
02061,25023,2502350145,,09271,11281,3710,20.931,0.31,42.164569,-70.818844
02062,25021,2502150250,2550285,09271,31343,13765,10.549,0.172,42.187389,-71.192477
02066,25023,2502360330,2560295,09271,18718,7950,16.498,3.719,42.202273,-70.758184
02067,25021,2502160785,2560820,09271,18473,6537,22.685,0.953,42.1076,-71.181828
02071,25021,2502172495,,09271,1480,476,0.962,0.012,42.106425,-71.268951
02072,25021,2502167945,,09271,29051,11320,16.086,0.374,42.119006,-71.10365
02081,25021,2502172495,2572460,09271,19990,7666,17.726,0.541,42.147403,-71.257972
02090,25021,2502178690,2550285,09271,16149,5657,10.89,0.297,42.219645,-71.216768
02093,25021,2502182315,,72505,12173,4709,21.706,0.904,42.052671,-71.356858
02108,25025,2502507000,2507000,09271,4218,2343,0.274,0.006,42.355097,-71.065737
02109,25025,2502507000,2507000,09271,3559,2712,0.17,0.114,42.366919,-71.050416
02110,25025,2502507000,2507000,09271,2337,1570,0.179,0.094,42.358254,-71.051927
02111,25025,2502507000,2507000,09271,8417,4679,0.196,0.0,42.35068,-71.060527
02113,25025,2502507000,2507000,09271,6688,4619,0.097,0.0,42.365264,-71.055222
02114,25025,2502507000,2507000,09271,13356,9349,0.443,0.103,42.363651,-71.066888
02115,25025,2502507000,2507000,09271,27838,11282,0.711,0.003,42.339422,-71.094531
02116,25025,2502507000,2507000,09271,22286,14284,0.649,0.166,42.350979,-71.076591
02118,25025,2502507000,2507000,09271,28392,15502,1.088,0.002,42.33786,-71.069805
02119,25025,2502507000,2507000,09271,26821,12916,1.615,0.0,42.324066,-71.085188
02120,25025,2502507000,2507000,09271,14364,5049,0.619,0.0,42.332134,-71.096606
02121,25025,2502507000,2507000,09271,29820,11584,1.886,0.011,42.305403,-71.086971
02122,25025,2502507000,2507000,09271,24705,10253,1.697,0.207,42.295088,-71.052533
02124,25025,2502507000,2507000,09271,55336,20638,2.968,0.074,42.285922,-71.075046
02125,25025,2502507000,2507000,09271,31903,14821,2.168,0.308,42.315682,-71.055555
02126,25025,2502507000,2507000,09271,24994,9299,1.828,0.017,42.277436,-71.089968
02127,25025,2502507000,2507000,09271,36175,19202,2.058,0.633,42.335301,-71.038216
02128,25025,2502507000,2507000,09271,45357,18832,5.025,1.115,42.361519,-71.007393
02129,25025,2502507000,2507000,09271,19832,9815,1.353,0.486,42.379657,-71.061487
02130,25025,2502507000,2507000,09271,41479,18654,3.54,0.124,42.308175,-71.113471
02131,25025,2502507000,2507000,09271,31637,13123,2.788,0.007,42.282323,-71.124746
02132,25025,2502507000,2507000,09271,26488,11648,4.864,0.096,42.279082,-71.160449
02133,25025,2502507000,2507000,09271,0,5,0.013,0.0,42.358352,-71.063858
02134,25025,2502507000,2507000,09271,17969,8839,1.234,0.096,42.358786,-71.129581
02135,25025,2502507000,2507000,09271,44480,22079,2.6,0.046,42.349688,-71.153964
02136,25025,2502507000,2507000,09271,39498,14013,4.598,0.105,42.254749,-71.127072
02138,25017,2501711000,2511000,09271,38006,16145,2.738,0.326,42.379637,-71.135152
02139,25017,2501711000,2511000,09271,39856,16866,1.552,0.205,42.362391,-71.102336
02140,25017,2501711000,2511000,09271,21553,10814,1.158,0.021,42.392157,-71.133996
02141,25017,2501711000,2511000,09271,14402,7945,0.609,0.01,42.3703,-71.08256
02142,25017,2501711000,2511000,09271,4474,2336,0.314,0.143,42.362505,-71.08096
02143,25017,2501762535,2562535,09271,25329,12847,1.544,0.0,42.3814,-71.09672
02144,25017,2501762535,2562535,09271,25022,11791,1.092,0.009,42.400077,-71.123088
02145,25017,2501762535,2562535,09271,27692,12266,1.391,0.089,42.391577,-71.08991
02148,25017,2501737875,2537875,09271,65463,27708,5.046,0.038,42.42938,-71.058706
02149,25017,2501721990,2521990,09271,48685,18170,3.419,0.246,42.405938,-71.054649
02150,25025,2502513205,2513205,09271,39875,14106,2.214,0.247,42.396824,-71.031348
02151,25025,2502556585,2556585,09271,60592,23326,5.705,1.276,42.41829,-71.001251
02152,25025,2502581005,2581005,09271,19031,8908,1.657,1.217,42.377382,-70.977026
02155,25017,2501739835,2539835,09271,63873,26770,8.189,0.562,42.42384,-71.107673
02163,25025,2502507000,2507000,09271,1994,597,0.183,0.0,42.367226,-71.125092
02169,25021,2502155745,2555745,09271,60938,29502,12.095,1.436,42.240016,-71.015205
02170,25021,2502155745,2555745,09271,19928,8493,2.085,0.072,42.266415,-71.015576
02171,25021,2502155745,2555745,09271,19882,9386,2.453,1.689,42.29147,-71.025822
02176,25017,2501740115,2540115,09271,29477,12372,4.683,0.085,42.455723,-71.059019
02180,25017,2501767665,2567700,09271,22992,9904,5.979,0.631,42.474208,-71.097665
02184,25021,2502107740,2507740,09271,38748,15094,13.762,0.802,42.206188,-71.00232
02186,25021,2502141690,2541725,09271,28683,9505,13.696,0.483,42.241559,-71.082437
02188,25021,2502178972,2578972,09271,15313,7098,3.862,0.159,42.204662,-70.957633
02189,25021,2502178972,2578972,09271,15567,6564,4.01,0.504,42.211968,-70.929639
02190,25021,2502178972,2578972,09271,18516,8368,6.996,0.531,42.166731,-70.952363
02191,25021,2502178972,2578972,09271,7904,3615,1.793,0.795,42.245077,-70.946528
02199,25025,2502507000,2507000,09271,1221,1191,0.057,0.0,42.347476,-71.082033
02203,25025,2502507000,2507000,09271,0,0,0.01,0.0,42.361445,-71.059453
02205,25025,2502507000,2507000,09271,0,0,0.057,0.0,42.349403,-71.055621
02210,25025,2502507000,2507000,09271,5706,4728,0.923,0.506,42.348036,-71.039283
02215,25025,2502507000,2507000,09271,24522,9246,0.884,0.129,42.347635,-71.103082
02301,25023,2502309000,2509000,09271,69225,24622,12.447,0.163,42.078371,-71.042304
02302,25023,2502309000,2509000,09271,35488,12711,8.882,0.021,42.088907,-70.998375
02322,25021,2502102935,,09271,4730,1826,4.291,0.247,42.132461,-71.054013
02324,25023,2502308130,2508130,09271,25819,9524,26.983,1.12,41.972376,-70.978773
02325,25023,2502308130,2508130,09271,2712,43,0.305,0.0,41.990101,-70.962408
02330,25023,2502311665,,05167,11641,4927,37.306,2.418,41.875179,-70.746715
02332,25023,2502317895,2563690,09271,16041,6391,23.702,13.898,42.044407,-70.70606
02333,25023,2502318455,,09271,14382,5172,17.193,0.303,42.037116,-70.942178
02338,25023,2502327795,,09271,7728,3059,15.974,1.413,42.002634,-70.863706
02339,25023,2502328285,,09271,14773,4973,15.538,0.091,42.122956,-70.85631
02341,25023,2502328495,2528460,09271,10513,4094,14.905,0.715,42.05024,-70.867359
02343,25021,2502130455,2530420,09271,11282,4699,7.01,0.108,42.140346,-70.997861
02346,25023,2502340850,2540885,09271,24268,10124,69.044,3.166,41.878004,-70.869267
02347,25023,2502333920,2548220,09271,11625,4482,29.597,6.523,41.834384,-70.956826
02350,25023,2502328495,,09271,106,49,0.114,0.0,42.021013,-70.845791
02351,25023,2502300170,2500135,09271,17003,6445,9.964,0.23,42.115764,-70.956597
02356,25005,2500520100,,09271,12201,4659,13.607,0.289,42.060539,-71.119671
02357,25005,2500520100,,09271,1319,0,0.388,0.02,42.063974,-71.077368
02359,25023,2502352630,2548710,09271,18330,6809,21.787,1.77,42.067804,-70.805713
02360,25023,2502354310,2569585,05167,61412,28174,96.383,14.062,41.882062,-70.631289
02364,25023,2502333220,2533185,09271,13702,5614,18.644,1.841,41.987196,-70.741942
02366,25023,2502354310,,,216,0,0.045,0.0,41.848753,-70.661176
02367,25023,2502354415,,09271,2923,1237,14.681,0.424,41.9591,-70.802753
02368,25021,2502156000,2556000,09271,34747,12845,9.324,0.404,42.178993,-71.052654
02370,25023,2502357775,,09271,17721,7317,10.029,0.092,42.129251,-70.908736
02375,25005,2500520100,,09271,11501,4701,13.782,0.165,42.00569,-71.078041
02379,25023,2502375260,,09271,7648,2908,15.323,0.35,42.021617,-71.026717
02382,25023,2502379530,,09271,15146,5947,6.936,0.023,42.078974,-70.93939
02420,25017,2501735215,2535250,09271,16356,5767,7.038,0.048,42.459061,-71.217728
02421,25017,2501735215,2535250,09271,17865,6960,9.569,0.161,42.438547,-71.239573
02445,25021,2502109175,2509210,09271,22124,9853,2.611,0.054,42.325483,-71.135045
02446,25021,2502109175,2509210,09271,31517,15346,1.284,0.005,42.343499,-71.122244
02451,25017,2501772600,2572600,09271,18379,8175,5.321,0.705,42.40153,-71.252997
02452,25017,2501772600,2572600,09271,15830,5756,3.813,0.034,42.395609,-71.219947
02453,25017,2501772600,2572600,09271,30365,13117,3.592,0.278,42.368685,-71.241103
02457,25021,2502174175,2574210,09271,1758,32,0.204,0.0,42.298309,-71.27302
02458,25017,2501745560,2545560,09271,12706,5107,1.966,0.034,42.353585,-71.188192
02459,25017,2501745560,2545560,09271,19182,6795,5.034,0.098,42.314779,-71.192017
02460,25017,2501745560,2545560,09271,9888,4108,1.348,0.009,42.351824,-71.20849
02461,25017,2501745560,2545560,09271,7049,2910,1.535,0.018,42.317362,-71.206508
02462,25017,2501745560,2545560,09271,1438,547,0.698,0.024,42.331675,-71.255947
02464,25017,2501745560,2545560,09271,3440,1429,0.551,0.011,42.312975,-71.218882
02465,25017,2501745560,2545560,09271,11823,4585,2.151,0.0,42.349533,-71.227339
02466,25017,2501745560,2545560,09271,8859,3270,1.587,0.081,42.345514,-71.247661
02467,25021,2502109175,2509210,09271,21709,7122,4.906,0.184,42.314321,-71.152778
02468,25017,2501745560,2545560,09271,5589,1977,1.536,0.018,42.329175,-71.231583
02472,25017,2501773440,2573440,09271,35300,16822,4.03,0.128,42.369451,-71.177925
02474,25017,2501701605,2501640,09271,28167,12550,3.058,0.183,42.420949,-71.15637
02476,25017,2501701605,2501640,09271,17739,7831,2.084,0.16,42.41648,-71.173487
02478,25017,2501705070,2505105,09271,26964,10834,4.645,0.071,42.395317,-71.180284
02481,25021,2502174175,2574210,09271,17100,5072,6.09,0.283,42.310514,-71.277769
