GEOID,Name,Primary County,Population,Housing Units,Land Area,Water Area,Latitude,Longitude
45775,"Kuna, ID Urban Cluster",16001,15234,5113,13727450,14541,43.504745,-116.421195
45802,"Kutztown, PA Urban Cluster",42011,10002,2612,7921414,73579,40.514085,-75.781415
45829,"LaBelle--Port LaBelle, FL Urban Cluster",12051,12054,4485,27293961,526007,26.76573,-81.389696
45844,"La Center, WA Urban Cluster",53011,2759,966,2707795,0,45.866441,-122.669807
45856,"Laconia, NH Urban Cluster",33001,18636,10112,33769442,2787902,43.536728,-71.460216
45883,"La Conner, WA Urban Cluster",53057,3297,1805,4182874,228779,48.388713,-122.510582
45910,"La Crosse, WI--MN Urbanized Area",55063,100868,43137,132039364,3467458,43.859769,-91.226381
45937,"Lady Lake--The Villages, FL Urbanized Area",12119,112991,69820,184543676,3093692,28.962134,-81.993526
45964,"Ladysmith, WI Urban Cluster",55107,3449,1681,6841315,710542,45.468966,-91.103261
45991,"LaFayette, GA Urban Cluster",13295,7364,3364,15636379,0,34.717995,-85.278654
46018,"Lafayette, IN Urbanized Area",18157,147725,61305,164981331,2082433,40.427209,-86.885007
46045,"Lafayette, LA Urbanized Area",22055,252720,106432,463013407,1224608,30.165353,-92.013294
46099,"Lafayette, TN Urban Cluster",47111,4545,2130,10279715,0,36.531405,-86.030417
46126,"Lafayette--Louisville--Erie, CO Urbanized Area",08013,79407,31797,102357140,1519479,39.990654,-105.10367
46153,"La Follette, TN Urban Cluster",47013,21055,9518,58842450,347785,36.336947,-84.200697
46180,"Lago Vista, TX Urban Cluster",48453,5281,2720,14118098,0,30.446816,-97.997819
46207,"La Grande, OR Urban Cluster",41061,14909,6541,15638195,53160,45.328861,-118.079823
46234,"LaGrange, GA Urban Cluster",13285,34879,14648,76415717,711815,33.033731,-85.037473
46261,"Lagrange, IN Urban Cluster",18087,3113,1392,5520461,0,41.647888,-85.417482
46315,"La Grange, NC Urban Cluster",37107,2713,1381,4637427,19594,35.305041,-77.790753
46328,"LaGrange, OH Urban Cluster",39093,3246,1288,6637908,102036,41.224566,-82.127547
46342,"La Grange, TX Urban Cluster",48149,5343,2448,9309512,203022,29.905953,-96.874741
46396,"Lahaina, HI Urban Cluster",15009,21331,11533,16637978,2666,20.889362,-156.685202
46423,"Laie--Hauula, HI Urban Cluster",15003,15071,3861,9745460,103654,21.672424,-157.941399
46450,"La Junta, CO Urban Cluster",08089,8191,3950,9872346,90161,37.984384,-103.550201
46465,"Lake Arrowhead--Crestline, CA Urban Cluster",06071,22175,18381,43768980,3557913,34.250088,-117.235479
46477,"Lake Arthur, LA Urban Cluster",22053,2786,1270,4286896,41546,30.083429,-92.675865
46489,"Lake Bryant, FL Urban Cluster",12083,3552,2113,7076266,554655,29.166233,-81.863338
46504,"Lake Butler, FL Urban Cluster",12125,5057,993,12729736,31309,29.999499,-82.355479
46531,"Lake Charles, LA Urbanized Area",22019,143440,61740,329409425,9612688,30.244735,-93.25584
46558,"Lake City, FL Urban Cluster",12023,25623,10073,64828952,1017567,30.179502,-82.62549
46585,"Lake City, MN Urban Cluster",27157,5103,2696,9338532,22217,44.443918,-92.276143
46612,"Lake City, SC Urban Cluster",45041,8496,3653,18198464,19727,33.871787,-79.755853
46639,"Lake Conroe Eastshore, TX Urban Cluster",48339,10121,4946,18747170,63639,30.427713,-95.579534
46652,"Lake Conroe Northshore, TX Urban Cluster",48339,2547,1400,4067050,0,30.465453,-95.558064
46666,"Lake Conroe Westshore, TX Urban Cluster",48339,20569,10329,35865077,5171935,30.373729,-95.613981
46675,"Lake Crystal, MN Urban Cluster",27013,2558,1145,3285387,1877,44.108547,-94.218011
46684,"Lake Delton, WI Urban Cluster",55111,5473,3491,17124818,1396728,43.607197,-89.779995
46693,"Lake Geneva, WI Urban Cluster",55127,14649,9116,35605090,3226817,42.590674,-88.476339
46747,"Lake Havasu City, AZ Urbanized Area",04015,53427,32835,76515907,58541,34.495931,-114.315847
46760,"Lake Holiday, IL Urban Cluster",17099,7072,2962,11215981,1293011,41.619817,-88.671473
46774,"Lake Isabella, CA Urban Cluster",06029,3271,1910,6866001,37911,35.613189,-118.478368
46801,"Lake Jackson--Angleton, TX Urbanized Area",48039,74830,30467,108004532,3368998,29.045863,-95.408523
46814,"Lake Lakengren, OH Urban Cluster",39135,3096,1257,5017965,834819,39.688585,-84.692787
46828,"Lakeland, FL Urbanized Area",12105,262596,114725,378234593,17743797,28.020979,-81.955881
46836,"Lakeland, GA Urban Cluster",13173,2910,1202,2744145,0,31.037802,-83.071484
46845,"Lake Land'Or, VA Urban Cluster",51033,6165,2517,12322893,1758270,38.006315,-77.542813
46855,"Lake Los Angeles, CA Urban Cluster",06037,11808,3489,16787416,125676,34.609839,-117.830337
46868,"Lake Meade, PA Urban Cluster",42001,2563,1059,3425501,1090434,39.983856,-77.040722
46882,"Lake Mills, WI Urban Cluster",55055,6581,3048,10464558,44663,43.079675,-88.904952
46895,"Lake Montezuma, AZ Urban Cluster",04025,3429,1727,7332994,29261,34.63818,-111.782155
46909,"Lake Monticello, VA Urban Cluster",51065,9528,4104,14637063,1385328,37.917531,-78.32122
46918,"Lake Murray North Shore, SC Urban Cluster",45063,3626,1702,14476226,43082,34.099046,-81.383838
46927,"Lake Norman of Catawba, NC Urban Cluster",37035,5603,2744,25051832,2075964,35.556139,-81.023108
46963,"Lake of the Pines, CA Urban Cluster",06057,7926,3462,19889308,1257969,39.009801,-121.034707
46972,"Lake of the Woods, VA Urban Cluster",51137,9231,4368,19097716,2160217,38.342756,-77.761272
46980,"Lake of the Woods--Pinetop-Lakeside, AZ Urban Cluster",04017,8805,7552,26406255,543032,34.134701,-109.955009
46990,"Lake Panasoffkee, FL Urban Cluster",12119,3365,2099,6288102,28892,28.792483,-82.12814
47000,"Lake Park, GA Urban Cluster",13185,3367,1686,10160213,2618396,30.687328,-83.201349
47010,"Lake Placid, FL Urban Cluster",12055,16351,9264,48787714,6682996,27.287179,-81.363124
47017,"Lake Placid, NY Urban Cluster",36031,3581,2232,4826201,429544,44.279914,-73.984212
47044,"Lake Pocotopaug--East Hampton, CT Urban Cluster",09007,9450,4145,26528295,2197159,41.587902,-72.518174
47071,"Lakeport, CA Urban Cluster",06033,16583,9672,26965581,404994,39.044902,-122.929137
47098,"Lake Providence, LA Urban Cluster",22035,5076,1820,7136089,222156,32.808898,-91.183482
47109,"Lake Rancho Viejo, CA Urban Cluster",06073,2500,961,1881216,3616,33.323491,-117.151854
47132,"Lakes--Knik-Fairview--Wasilla, AK Urban Cluster",02170,44236,16490,135207358,5299413,61.586596,-149.354997
47142,"Lake View, AL Urban Cluster",01125,3404,1235,8379281,656561,33.281696,-87.1413
47152,"Lakeview, OR Urban Cluster",41037,2895,1531,3418063,27427,42.187803,-120.352516
47179,"Lake Village, AR Urban Cluster",05017,2586,1208,5057463,0,33.33066,-91.284349
47233,"Lake Wildwood, CA Urban Cluster",06057,7096,3512,16131266,1172452,39.223911,-121.196761
47287,"Lamar, CO Urban Cluster",08099,7796,3647,12570253,58410,38.084581,-102.618225
47314,"Lamar, MO Urban Cluster",29011,4470,2077,7192317,4188,37.497244,-94.274184
47395,"Lamesa, TX Urban Cluster",48115,11579,4212,13800540,25520,32.733076,-101.949776
47422,"Lampasas, TX Urban Cluster",48281,6080,2623,8188299,0,31.065012,-98.185197
47449,"Lanai City, HI Urban Cluster",15009,3066,1399,2749838,0,20.827052,-156.920072
47476,"Lancaster, KY Urban Cluster",21079,3739,1752,5871801,5750,37.614262,-84.578703
47503,"Lancaster, OH Urban Cluster",39045,42557,19267,55735181,204565,39.725886,-82.600239
47530,"Lancaster, PA Urbanized Area",42071,402004,163873,641163625,7638687,40.099901,-76.31515
47557,"Lancaster, SC Urban Cluster",45057,23979,10446,61764741,77921,34.702315,-80.773224
47584,"Lancaster, WI Urban Cluster",55043,3688,1745,5686821,0,42.848607,-90.709749
47611,"Lancaster--Palmdale, CA Urbanized Area",06037,341219,109200,299220619,390666,34.619558,-118.092316
47638,"Lander, WY Urban Cluster",56013,7225,3274,6724069,0,42.833238,-108.734922
47665,"Landrum, SC--NC Urban Cluster",45083,4239,2413,11676003,15623,35.21442,-82.246017
47719,"Lansing, MI Urbanized Area",26065,313532,138435,409732356,8810168,42.721126,-84.535279
47746,"Lapeer, MI Urban Cluster",26087,13424,5871,26507427,1045353,43.054375,-83.319352
47758,"La Pine Northwest, OR Urban Cluster",41017,2651,1342,9688927,0,43.734206,-121.528276
47827,"Laramie, WY Urban Cluster",56001,31965,14816,47511843,56631,41.316465,-105.604642
47854,"Laredo, TX Urbanized Area",48479,235730,68892,170141217,185164,27.535328,-99.477843
47881,"Larned, KS Urban Cluster",20145,4764,2116,7055352,59280,38.181405,-99.113136
47908,"Las Animas, CO Urban Cluster",08011,4032,1207,3643088,0,38.065675,-103.220456
47935,"Las Cruces, NM Urbanized Area",35013,128600,54045,167858794,51532,32.332902,-106.761806
47989,"Las Vegas, NM Urban Cluster",35047,15609,7270,25065493,0,35.608292,-105.223363
47995,"Las Vegas--Henderson, NV Urbanized Area",32003,1886011,806755,1080061619,245984,36.134893,-115.167218
48016,"Laughlin, NV Urban Cluster",32003,5949,3949,3674195,0,35.13567,-114.6237
48043,"Laurel, MS Urban Cluster",28067,26131,10589,50402339,89204,31.69063,-89.158354
48070,"Laurel, MT Urban Cluster",30111,8505,3624,16960916,0,45.678374,-108.7618
48124,"Laurel Lake, NJ Urban Cluster",34011,3796,1543,4903408,559457,39.330229,-75.029414
48151,"Laurens, SC Urban Cluster",45059,10336,4887,19782192,0,34.500037,-82.015952
48178,"Laurinburg, NC Urban Cluster",37165,21161,9405,48568021,401424,34.76428,-79.472888
48205,"Laurium, MI Urban Cluster",26061,7325,4021,9773667,8531,47.211307,-88.432902
48232,"Lawrence, KS Urbanized Area",20045,88053,37692,78831403,877772,38.9558,-95.259636
48259,"Lawrenceburg, KY Urban Cluster",21005,12475,5360,18320662,106488,38.043202,-84.906193
48286,"Lawrenceburg, TN Urban Cluster",47099,10100,4892,23813011,0,35.246015,-87.331172
48313,"Lawrenceburg--Greendale--Aurora, IN Urban Cluster",18029,12977,5734,22586840,232605,39.118111,-84.899916
48340,"Lawrenceville, IL Urban Cluster",17101,7067,3520,14097025,102518,38.731654,-87.678856
48367,"Lawrenceville, VA Urban Cluster",51025,4032,847,6733550,0,36.766423,-77.832506
48394,"Lawton, OK Urbanized Area",40031,94457,39296,114170107,0,34.618348,-98.416472
48421,"Lead, SD Urban Cluster",46081,3750,2061,5600315,0,44.35823,-103.75351
48448,"Leadville, CO Urban Cluster",08065,5039,2749,8643258,0,39.250127,-106.293312
48475,"Leavenworth, KS Urban Cluster",20103,45283,16726,53302670,89657,39.290243,-94.920175
48485,"Leavenworth, WA Urban Cluster",53007,3282,1899,9622032,205956,47.59155,-120.659742
48502,"Lebanon, IN Urban Cluster",18011,15415,6915,16884612,0,40.051771,-86.472316
48529,"Lebanon, KY Urban Cluster",21155,5646,2592,8134331,27958,37.568361,-85.25485
48556,"Lebanon, MO Urban Cluster",29105,14046,6517,31744156,166983,37.669549,-92.660851
48637,"Lebanon, OR Urban Cluster",41043,19744,8447,26269373,374893,44.512566,-122.884038
48664,"Lebanon, PA Urbanized Area",42075,77086,32291,116668491,543167,40.349361,-76.403534
48691,"Lebanon, TN Urban Cluster",47189,27653,11556,75256188,0,36.215555,-86.318577
48718,"Lebanon, VA Urban Cluster",51167,3375,1649,7889940,1220,36.903968,-82.070381
48728,"Lebanon--Hanover, NH--VT Urban Cluster",33009,25690,11040,54400686,900383,43.662139,-72.274998
48745,"Lee, MA Urban Cluster",25003,8049,4405,29468523,905900,42.319054,-73.266067
48785,"Leesburg, GA Urban Cluster",13177,3631,1109,9507396,143776,31.737686,-84.172487
48799,"Leesburg--Eustis--Tavares, FL Urbanized Area",12069,131337,70397,244989796,25493327,28.81459,-81.773859
48826,"Lee's Summit, MO Urbanized Area",29095,85081,34528,107171072,4159662,38.898133,-94.375685
48853,"Leesville, LA Urban Cluster",22115,9605,4338,16141329,56067,31.13991,-93.268741
48934,"Leitchfield, KY Urban Cluster",21085,6802,2844,13738833,32465,37.490104,-86.259244
48961,"Leland, MS Urban Cluster",28151,4539,1971,4864828,130595,33.406439,-90.893673
48988,"Le Mars, IA Urban Cluster",19149,9237,4008,10216275,0,42.784584,-96.167207
49042,"Lemoore Station, CA Urban Cluster",06031,7438,1627,5493922,0,36.262493,-119.889226
49069,"Lena, IL Urban Cluster",17177,2602,1155,3550950,0,42.379847,-89.826949
49096,"Leominster--Fitchburg, MA Urbanized Area",25027,116960,50827,168350821,6025187,42.568859,-71.851155
49109,"Leonardtown, MD Urban Cluster",24037,4737,1849,15369048,1094469,38.288466,-76.64739
49123,"Le Roy, IL Urban Cluster",17113,3316,1414,4046708,25498,40.343164,-88.762513
49150,"Le Roy, NY Urban Cluster",36037,4275,1966,4936276,5196,42.976148,-77.990293
49177,"Le Sueur, MN Urban Cluster",27079,3763,1656,4765946,0,44.461847,-93.90327
49204,"Levelland, TX Urban Cluster",48219,13796,5489,16630436,5302,33.584715,-102.368383
49231,"Lewes, DE Urban Cluster",10005,24129,24177,55617220,996700,38.731623,-75.144461
49258,"Lewisburg, TN Urban Cluster",47117,10464,4706,18995766,0,35.450161,-86.796029
49285,"Lewisburg, WV Urban Cluster",54025,6959,3657,17361529,301860,37.78858,-80.452317
49312,"Lewiston, ID--WA Urbanized Area",16069,51924,23142,73177362,1788209,46.389205,-117.027315
49339,"Lewiston, ME Urbanized Area",23001,59397,27675,91685526,2066667,44.081998,-70.183409
49366,"Lewistown, MT Urban Cluster",30027,6090,3110,5703061,0,47.064948,-109.431628
49393,"Lewistown, PA Urban Cluster",42087,22181,10761,37528677,690569,40.615787,-77.552309
49447,"Lexington, MO Urban Cluster",29107,4507,2019,6429983,26586,39.181157,-93.872665
49474,"Lexington, NE Urban Cluster",31047,10464,3498,9844714,34285,40.779099,-99.74358
49528,"Lexington, TN Urban Cluster",47077,6560,3057,15536562,6182,35.666698,-88.387649
49555,"Lexington, VA Urban Cluster",51678,8762,3361,15185214,138646,37.789759,-79.424391
49582,"Lexington-Fayette, KY Urbanized Area",21067,290263,132513,226808275,2101517,38.023468,-84.495346
49594,"Lexington Park--California--Chesapeake Ranch Estates, MD Urbanized Area",24037,58875,23790,129543273,10888258,38.308654,-76.466475
49609,"Libby, MT Urban Cluster",30053,3978,2061,7445563,88005,48.393944,-115.562191
49636,"Liberal, KS Urban Cluster",20175,20329,7066,23918277,0,37.044718,-100.93533
49663,"Liberty, NY Urban Cluster",36105,4470,2194,5916318,0,41.796663,-74.742618
49690,"Liberty, TX Urban Cluster",48291,5801,2217,9048696,0,30.063237,-94.788143
49717,"Ligonier, IN Urban Cluster",18113,4789,1652,5559117,140739,41.461938,-85.595922
49744,"Ligonier, PA Urban Cluster",42129,3314,1845,7273761,0,40.245122,-79.244326
49771,"Lihue, HI Urban Cluster",15007,13983,5008,19215325,69221,21.975754,-159.361677
49798,"Lillington, NC Urban Cluster",37085,3316,1197,6402742,0,35.397025,-78.82701
49852,"Lima, OH Urbanized Area",39003,72852,31812,135489259,4232827,40.739655,-84.119864
49906,"Lincoln, IL Urban Cluster",17107,18224,6707,24275927,0,40.135388,-89.378746
49933,"Lincoln, NE Urbanized Area",31109,258719,110643,229138324,2948714,40.807124,-96.680368
49934,"Lincoln, ND Urban Cluster",38015,2992,1047,3050350,0,46.760466,-100.698544
49960,"Lincoln City, OR Urban Cluster",41041,10526,9219,18459353,2627180,44.954506,-124.010017
49987,"Lincolnton, NC Urban Cluster",37109,22686,10053,76464718,338703,35.47399,-81.230523
50014,"Lindale--Hideaway, TX Urban Cluster",48423,10021,4300,29206158,1166062,32.502655,-95.411132
50041,"Lindsay, CA Urban Cluster",06107,14610,3945,19849837,0,36.208713,-119.093347
50068,"Lindsay, OK Urban Cluster",40049,2796,1376,4768571,10774,34.838297,-97.607995
50095,"Lindsborg, KS Urban Cluster",20113,3405,1389,3867696,31174,38.575601,-97.674006
50122,"Lindstrom--Chisago City, MN Urban Cluster",27025,8492,3915,13057625,5715115,45.372519,-92.868109
50149,"Linton, IN Urban Cluster",18055,5822,2900,12624161,17166,39.037197,-87.165565
50176,"Lisbon, OH Urban Cluster",39029,5740,1466,7605597,0,40.765773,-80.726376
50213,"Litchfield, CT Urban Cluster",09005,2590,1315,8312885,62477,41.740678,-73.215193
50230,"Litchfield, IL Urban Cluster",17135,6956,3167,17672696,23169,39.178856,-89.647586
50257,"Litchfield, MN Urban Cluster",27093,6624,2894,8792141,45719,45.128039,-94.522422
50311,"Little Falls, MN Urban Cluster",27097,9024,4123,16332196,652319,45.978977,-94.361
50338,"Little Falls, NY Urban Cluster",36043,4956,2670,10063551,372087,43.044835,-74.856688
50365,"Littlefield, TX Urban Cluster",48279,5914,2538,6487747,0,33.919353,-102.333468
50392,"Little Rock, AR Urbanized Area",05119,431388,193618,667702266,10845698,34.756564,-92.321221
50419,"Littlestown, PA Urban Cluster",42001,6302,2641,9217966,9796,39.74574,-77.084814
50446,"Littleton, NH Urban Cluster",33009,3518,1840,6543139,224808,44.306312,-71.765159
50473,"Live Oak (Sutter County), CA Urban Cluster",06101,8547,2553,4924254,0,39.274299,-121.66386
50500,"Live Oak, FL Urban Cluster",12121,6994,2942,14498690,3873,30.290693,-82.985439
50527,"Livermore, CA Urbanized Area",06001,81624,30569,63117624,271318,37.68507,-121.755683
50554,"Livermore Falls, ME Urban Cluster",23001,3092,1562,5500795,4453,44.485303,-70.191785
50608,"Livingston, MT Urban Cluster",30067,8172,4316,10627206,57879,45.658779,-110.565796
50635,"Livingston, TN Urban Cluster",47133,3485,1635,8679329,55644,36.387824,-85.324613
50662,"Livingston, TX Urban Cluster",48373,5139,2167,14128374,28894,30.710597,-94.933456
50679,"Livonia, LA Urban Cluster",22047,3813,1559,10000173,0,30.55409,-91.528518
50716,"Llano, TX Urban Cluster",48299,2832,1412,5426176,102459,30.749773,-98.678836
50730,"Lochbuie, CO Urban Cluster",08123,4120,1531,3129778,0,40.008331,-104.722738
50743,"Lockhart, TX Urban Cluster",48055,12337,4380,20727613,0,29.872185,-97.677028
50770,"Lock Haven, PA Urban Cluster",42035,17741,7295,27288363,563242,41.129716,-77.443169
50797,"Lockport, NY Urban Cluster",36063,36024,16409,49929655,116268,43.162301,-78.678358
50813,"Locust, NC Urban Cluster",37167,2925,1218,9927340,0,35.260635,-80.428998
50851,"Lodi, CA Urbanized Area",06077,68738,26201,41254095,452326,38.138811,-121.275459
50878,"Lodi, OH Urban Cluster",39103,2670,1339,3819672,20280,41.033562,-82.011465
50905,"Lodi, WI Urban Cluster",55021,3014,1262,3689895,778,43.31537,-89.535502
50932,"Logan, OH Urban Cluster",39073,8080,3713,9589992,122115,39.53658,-82.403316
50959,"Logan, UT Urbanized Area",49005,94983,31130,113622241,105428,41.725006,-111.836465
50986,"Logan, WV Urban Cluster",54045,10747,5282,20845397,963874,37.844328,-81.989323
51013,"Logansport, IN Urban Cluster",18017,21561,9049,32191710,632575,40.755635,-86.351193
51026,"Lolo, MT Urban Cluster",30063,2739,1095,4287054,154132,46.75754,-114.079672
51040,"Lompoc, CA Urbanized Area",06083,51509,17944,27701718,73526,34.662566,-120.462052
51121,"London, OH Urban Cluster",39097,14260,4251,14870768,19271,39.897863,-83.452072
51131,"London--Corbin, KY Urban Cluster",21125,37367,16845,130767982,883953,37.054519,-84.08267
51142,"Long Beach, MD Urban Cluster",24009,6476,2444,15506902,44459,38.464565,-76.491882
51175,"Longmont, CO Urbanized Area",08013,90897,36783,68006995,1856893,40.169842,-105.099006
51202,"Long Neck, DE Urban Cluster",10005,14150,12253,43894305,3625410,38.634631,-75.168768
51229,"Long Prairie, MN Urban Cluster",27153,3356,1344,4061893,0,45.97186,-94.861446
51256,"Longview, TX Urbanized Area",48183,98884,40041,215122082,916508,32.518038,-94.780934
51283,"Longview, WA--OR Urbanized Area",53015,63952,27804,85223134,4165292,46.144537,-122.946359
51310,"Lonoke, AR Urban Cluster",05085,4058,1681,4551455,0,34.78087,-91.90253
51322,"Lonsdale, MN Urban Cluster",27131,3466,1294,4957309,31187,44.48007,-93.426335
51337,"Loogootee, IN Urban Cluster",18101,2972,1404,4704961,10534,38.676779,-86.91344
51364,"Lorain--Elyria, OH Urbanized Area",39093,180956,80095,259488261,3051046,41.405056,-82.155415
51418,"Los Alamos, NM Urban Cluster",35028,10893,5365,20934327,3183,35.889238,-106.29134
51445,"Los Angeles--Long Beach--Anaheim, CA Urbanized Area",06037,12150996,4217448,4500807839,57052601,33.982668,-118.104332
51472,"Los Banos, CA Urban Cluster",06047,35917,11366,20999052,0,37.063108,-120.842602
51499,"Los Lunas, NM Urbanized Area",35061,63758,24932,180242234,500607,34.766537,-106.710376
51513,"Los Molinos, CA Urban Cluster",06103,3800,1682,8255878,15909,40.035528,-122.110033
51580,"Louisa, KY--WV Urban Cluster",21127,4253,2022,9286979,477874,38.110053,-82.603837
51607,"Louisburg, KS Urban Cluster",20121,3930,1559,5467473,142276,38.617277,-94.676649
51634,"Louisburg, NC Urban Cluster",37069,3694,1489,6242330,20858,36.097746,-78.301598
51661,"Louisiana, MO Urban Cluster",29163,3091,1625,4518637,0,39.443045,-91.059805
51688,"Louisville, GA Urban Cluster",13163,3273,1273,6188745,114581,33.004542,-82.399173
51742,"Louisville, MS Urban Cluster",28159,4624,1989,10162774,0,33.124567,-89.059714
51755,"Louisville/Jefferson County, KY--IN Urbanized Area",21111,972546,431679,1235208767,30351785,38.231308,-85.674586
51769,"Lovington, NM Urban Cluster",35025,11592,4172,18204537,63300,32.950726,-103.349534
51796,"Lowell, IN Urban Cluster",18089,9844,3787,13069144,71984,41.299639,-87.417441
51823,"Lowell, MI Urban Cluster",26081,6803,2706,12500953,242424,42.933471,-85.387959
51850,"Lowville, NY Urban Cluster",36049,3562,1685,4591609,0,43.787392,-75.486193
51877,"Lubbock, TX Urbanized Area",48303,237356,98505,249847867,2063065,33.559247,-101.893174
51904,"Lucasville, OH Urban Cluster",39145,2931,655,5446110,13259,38.884861,-82.965121
51920,"Lucedale, MS Urban Cluster",28039,2636,983,6536445,0,30.908997,-88.598765
51958,"Ludington, MI Urban Cluster",26105,10710,5729,21839626,585766,43.962538,-86.430986
51985,"Lufkin, TX Urban Cluster",48005,44927,17883,99538566,651671,31.334315,-94.738812
52001,"Lula, GA Urban Cluster",13139,2591,1046,7353150,22702,34.392519,-83.663284
52039,"Luling, TX Urban Cluster",48055,5379,2091,7574298,0,29.681375,-97.645792
52066,"Lumberton, NC Urban Cluster",37155,29739,11989,69019349,332916,34.638149,-79.017383
52093,"Luray, VA Urban Cluster",51139,4770,2224,10087584,56062,38.664776,-78.45099
52147,"Luverne, MN Urban Cluster",27133,4620,2175,5212128,10612,43.655807,-96.211957
52174,"Lykens, PA Urban Cluster",42043,2973,1470,5002762,0,40.573655,-76.699208
52201,"Lynchburg, VA Urbanized Area",51680,116636,49361,229878044,1401954,37.390803,-79.207058
52228,"Lynden, WA Urban Cluster",53073,14533,5699,24168190,331769,48.926016,-122.470877
52255,"Lyndonville, VT Urban Cluster",50005,2924,1083,5668142,50730,44.527868,-72.007642
52309,"Lyons, KS Urban Cluster",20159,3652,1668,4506191,0,38.344113,-98.203893
52341,"Lytle, TX Urban Cluster",48013,3475,1256,10894776,131980,29.224268,-98.807505
52352,"Mabton, WA Urban Cluster",53077,2534,606,1862540,0,46.212949,-119.996101
52363,"McAlester, OK Urban Cluster",40121,19501,8248,26826238,80188,34.930036,-95.755751
52390,"McAllen, TX Urbanized Area",48215,728825,234474,927513256,2432845,26.241434,-98.17489
52417,"Macclenny, FL Urban Cluster",12003,10984,3973,24943960,0,30.26719,-82.137391
52471,"McComb, MS Urban Cluster",28113,16388,7229,33530015,293513,31.249583,-90.454095
52498,"McConnelsville, OH Urban Cluster",39115,2652,1304,3630394,324414,39.656111,-81.859655
52525,"McCook, NE Urban Cluster",31145,7563,3653,12019073,0,40.205058,-100.618286
52552,"McFarland, CA Urban Cluster",06029,12826,2714,9922649,0,35.675268,-119.222215
52579,"McGehee, AR Urban Cluster",05041,3898,1855,6905776,0,33.621795,-91.393754
52606,"McGregor, TX Urban Cluster",48309,4893,1928,5847649,0,31.437262,-97.406963
52633,"McKenzie, TN Urban Cluster",47017,5066,2236,10211535,0,36.13585,-88.512198
52660,"Mackinaw, IL Urban Cluster",17179,3452,1311,5931378,355120,40.548732,-89.336179
52687,"McKinney, TX Urbanized Area",48085,170030,61254,191772081,1866800,33.204323,-96.676585
52714,"McLeansboro, IL Urban Cluster",17065,2698,1367,3874059,14325,38.093767,-88.538464
52741,"McMinnville, OR Urban Cluster",41071,38970,14749,38119871,0,45.21392,-123.17431
52768,"McMinnville, TN Urban Cluster",47177,15386,7135,34396779,0,35.684092,-85.784469
52795,"Macomb, IL Urban Cluster",17109,19945,8505,22613340,18498,40.460677,-90.676698
52822,"Macon, GA Urbanized Area",13021,137570,62512,253954343,2305808,32.833366,-83.670808
52849,"Macon, MS Urban Cluster",28103,2998,1210,5499725,0,33.114096,-88.556125
52876,"Macon, MO Urban Cluster",29121,5014,2473,7767197,1152,39.743122,-92.470522
52903,"McPherson, KS Urban Cluster",20113,13083,5922,17953368,112121,38.370946,-97.663544
52930,"McRae, GA Urban Cluster",13271,8747,2905,13599114,116151,32.062814,-82.894329
52984,"Madera, CA Urbanized Area",06039,78413,21437,58004323,0,36.971728,-120.063832
53011,"Madill, OK Urban Cluster",40095,4419,1732,6097312,174,34.092221,-96.779728
53038,"Madison, FL Urban Cluster",12079,3843,1751,5183541,87915,30.465795,-83.413508
53065,"Madison, GA Urban Cluster",13211,4401,1893,10877718,93951,33.591532,-83.470712
53092,"Madison, IN--KY Urban Cluster",18077,18271,8165,35680597,860289,38.77355,-85.427774
53146,"Madison, SD Urban Cluster",46079,6174,2733,7344802,0,44.005948,-97.116447
53173,"Madison, WV Urban Cluster",54005,4579,2125,10582453,317853,38.062007,-81.82687
53200,"Madison, WI Urbanized Area",55025,401661,181348,391132152,17790919,43.087355,-89.429873
53227,"Madisonville, KY Urban Cluster",21107,24809,11507,48997970,500234,37.322816,-87.49367
53254,"Madisonville, TN Urban Cluster",47123,5391,2409,16493828,0,35.516919,-84.360454
53281,"Madisonville, TX Urban Cluster",48313,4454,1690,10272579,125168,30.954018,-95.909285
53308,"Madras, OR Urban Cluster",41031,8010,3382,13795761,0,44.621487,-121.136546
53335,"Magee, MS Urban Cluster",28127,4170,1635,7498171,0,31.875444,-89.730282
53362,"Magnolia, AR Urban Cluster",05027,10438,4804,19526782,51413,33.274019,-93.23365
53372,"Magnolia, TX Urban Cluster",48339,3195,1160,9794746,37416,30.214692,-95.747543
53416,"Mahomet, IL Urban Cluster",17019,11044,4317,17722250,331963,40.198879,-88.387551
53443,"Maiden, NC Urban Cluster",37035,3572,1561,10961462,32440,35.575257,-81.209236
53470,"Malakoff, TX Urban Cluster",48213,2969,1460,8150495,25077,32.173308,-96.021029
53497,"Malden, MO Urban Cluster",29069,4590,2148,8087345,0,36.567501,-89.975764
53524,"Malone, NY Urban Cluster",36033,10825,3099,14704947,124628,44.865933,-74.304641
53551,"Malvern, AR Urban Cluster",05059,11186,4647,24639450,14127,34.360565,-92.811575
53578,"Malvern, OH Urban Cluster",39019,2800,1489,7135441,1973128,40.672904,-81.188295
53605,"Mammoth Lakes, CA Urban Cluster",06051,7693,8420,8605104,2480,37.6426,-118.979472
53632,"Mamou, LA Urban Cluster",22039,3894,1793,5727858,0,30.625738,-92.415375
53659,"Manchester, GA Urban Cluster",13199,4096,1919,10263974,36356,32.853763,-84.622843
53686,"Manchester, IA Urban Cluster",19055,5032,2262,6839953,0,42.492561,-91.45502
