ZCTA5,Urban Area GEOID,Population,Housing Units,Land Area,Water Area
94525,78904,3127,1664,4776722,0
94530,78904,23872,10911,9974744,0
94536,78904,68653,25012,25575307,11692
94538,78904,61148,21739,32092002,264744
94539,78904,48901,15706,33241481,0
94541,78904,61635,21989,19243298,61590
94542,78904,12714,4593,12006528,0
94544,78904,73021,23307,27666037,0
94545,78904,29707,9477,37435959,0
94546,78904,42209,16929,18292144,33317
94547,78904,24092,8569,13463783,0
94552,78904,13804,4796,20279580,54238
94555,78904,34143,11096,11282197,0
94560,78904,42573,13414,22293825,60530
94564,78904,18286,7126,12412828,11462
94569,78904,194,112,263954,0
94572,78904,8684,3130,6545306,0
94577,78904,45560,17714,21107125,0
94578,78904,38558,14808,11406269,0
94579,78904,20571,7019,8113265,0
94580,78904,27152,8958,8929836,0
94587,78904,69512,21253,27873229,0
94601,78904,50294,16362,8410939,110252
94602,78904,28329,12498,8557026,77534
94603,78904,31403,9950,8445735,0
94605,78904,39016,16360,23196747,0
94606,78904,36672,16289,5922461,566568
94607,78904,24978,12086,15275654,529961
94608,78904,28019,15101,7090119,0
94609,78904,20596,10348,4424277,0
94610,78904,29287,16450,5656311,602433
94611,78904,36535,17977,18955443,5141
94612,78904,14389,8921,2205251,0
94613,78904,715,5,656685,0
94618,78904,16046,7698,6281500,25272
94619,78904,23216,9607,10384690,8312
94621,78904,29870,9689,18939763,51363
94702,78904,15979,7959,3299367,0
94703,78904,19846,9468,3460814,0
94704,78904,25592,9683,2769877,0
94705,78904,12762,6133,8558635,0
94706,78904,19615,8429,3823559,0
94707,78904,11710,5198,4390733,0
94708,78904,10984,5046,4540451,29337
94709,78904,11806,5605,1522484,0
94710,78904,6948,2937,5566008,437608
94720,78904,2964,105,1612536,0
94801,78904,29357,10200,23373767,70373
94803,78904,24885,9666,19442698,0
94804,78904,38559,15257,15704372,886263
94805,78904,13642,5443,4727664,0
94806,78904,59861,20531,20016109,58751
94850,78904,0,0,109969,32932
94901,78904,41140,16401,30231365,584657
94903,78904,28860,12543,30753662,104625
94904,78904,11946,5737,10259168,256110
94920,78904,12443,5799,13870729,5026982
94925,78904,9253,4026,8193476,74503
94930,78904,8350,3952,8800982,0
94939,78904,6859,3582,5536933,252346
94941,78904,30440,14076,26596941,1873457
94945,78904,15831,6473,18169366,51022
94947,78904,23130,9292,16168806,43056
94949,78904,14098,5782,12528985,0
94957,78904,1332,475,2963524,0
94960,78904,15740,6791,15211279,0
94964,78904,5094,115,1009696,0
94965,78904,10317,6233,6934924,3609756
94973,78904,1119,531,2068093,0
93616,78931,1617,392,1588131,0
93657,78931,24987,7300,13033351,0
76266,78958,5972,2279,7779865,21779
00622,78985,6171,4908,14812489,29808
00623,78985,42435,21063,86347581,1563763
00637,78985,21255,9098,38070504,13970
00667,78985,21332,9474,46151708,25135
00683,78985,27003,12275,61910740,15390
93660,79012,3983,931,2466574,0
94022,79039,18248,7393,25305099,0
94024,79039,22352,8166,17778291,0
94040,79039,32996,14492,9554256,0
94041,79039,13292,6331,3962150,0
94043,79039,28358,13213,21802241,0
94085,79039,21247,8076,9039193,0
94086,79039,45697,19359,11617938,0
94087,79039,54293,20977,17048754,0
94089,79039,19245,7530,11531793,0
94301,79039,16995,8109,6141551,0
94303,79039,17312,6732,9531876,26436
94304,79039,3342,2018,4739534,0
94305,79039,13848,4014,7299424,117653
94306,79039,26469,11243,10843552,0
95002,79039,2064,608,1643849,8367
95008,79039,45260,19410,16543756,245738
95013,79039,39,19,1196286,0
95014,79039,60279,21849,31765766,84832
95030,79039,12425,5569,14425673,0
95032,79039,24735,10423,18479445,206446
95033,79039,2739,1108,8595824,0
95035,79039,66483,19698,28246688,18579
95050,79039,35923,14855,13667199,0
95051,79039,54327,21119,17244623,0
95053,79039,2206,21,442035,0
95054,79039,23364,8891,16222835,0
95070,79039,30019,11134,30590533,0
95110,79039,18730,6339,12086351,0
95111,79039,58466,15511,13969546,18008
95112,79039,55927,20763,18370035,0
95113,79039,893,992,883438,0
95116,79039,51496,13663,9273431,0
95117,79039,30067,11263,6659925,0
95118,79039,31932,11544,10735870,0
95119,79039,9936,3199,5437856,0
95120,79039,36392,12367,24386164,115800
95121,79039,37469,9625,11479041,0
95122,79039,56545,12702,12351716,0
95123,79039,62228,22035,21542559,9784
95124,79039,47082,17345,17015453,0
95125,79039,51939,21640,20732334,0
95126,79039,31049,13815,8501814,0
95127,79039,60705,16190,18818480,0
95128,79039,34836,14295,10111701,0
95129,79039,38720,14517,11686153,0
95130,79039,13911,5175,4034677,0
95131,79039,28565,9231,15058227,0
95132,79039,39890,11745,15473869,0
95133,79039,25401,7651,8241772,0
95134,79039,15268,7068,24480964,11543
95135,79039,19863,7271,11778451,0
95136,79039,42989,15448,12260084,12748
95138,79039,18807,5873,30675830,0
95139,79039,6748,2260,3188071,0
95148,79039,45085,11591,16199852,246839
00638,79093,11839,4710,26750143,100244
00646,79093,38199,16699,53018518,524835
00674,79093,38470,16899,48695187,1439739
00687,79093,29002,10931,47835433,29036
00692,79093,36811,15733,59077184,25195
00693,79093,58565,24838,68015825,968864
00694,79093,328,188,2038981,0
00703,79093,25704,10207,51407348,16305
00705,79093,22433,8990,40167393,65235
00718,79093,5775,2311,12001302,4547
00719,79093,30990,11496,72527843,898356
00720,79093,15016,5901,42938793,2921
00725,79093,88248,38163,98698668,1190612
00727,79093,58098,23569,50575102,14844
00729,79093,52665,21177,71184907,272179
00736,79093,46566,20026,68149618,63921
00739,79093,38548,15100,70535463,1112581
00741,79093,4971,2196,5979554,37472
00745,79093,53688,23857,82632036,346359
00751,79093,2089,927,2519462,0
00754,79093,36221,15048,77238875,228436
00767,79093,32192,13377,62090343,19602
00769,79093,1394,547,8493729,0
00771,79093,37453,15747,70661722,29480
00772,79093,22884,10123,14910584,413915
00777,79093,39389,16292,55559380,248769
00778,79093,45267,17980,75808272,1116142
00782,79093,16841,6583,38544465,148574
00783,79093,34186,12934,82554090,16088
00786,79093,357,145,666250,0
00791,79093,53213,25777,85286004,554941
00794,79093,29472,11043,77499732,6077
00901,79093,7080,4990,2534091,30548
00906,79093,4,168,8247,0
00907,79093,17458,13224,3132947,347421
00909,79093,6230,3805,1575598,49304
00911,79093,8623,6096,1245504,0
00912,79093,6801,3884,854044,0
00913,79093,9312,4065,843188,0
00915,79093,32820,16538,3601480,820884
00917,79093,21053,12348,3360017,46991
00918,79093,18056,10850,5520556,101247
00920,79093,17893,9322,7331380,135936
00921,79093,37763,17728,6931388,0
00923,79093,29086,13969,5283986,7303
00924,79093,56691,24971,12143485,1620
00925,79093,8696,5413,1158082,0
00926,79093,108862,47317,62575083,1052384
00927,79093,14936,7893,6804165,5831
00934,79093,288,140,1940428,26786
00936,79093,681,4,417955,0
00949,79093,82278,33340,43175600,606741
00950,79093,0,0,37013,0
00951,79093,35,19,1075640,29541
00952,79093,10008,4169,3207681,0
00953,79093,73014,26609,69144842,1365378
00956,79093,79280,32541,68287984,213027
00957,79093,45680,18275,11965797,1407
00959,79093,50560,22445,16609667,81790
00960,79093,1779,0,2409664,2485
00961,79093,32429,13394,13367398,205470
00962,79093,22487,8938,9722350,160503
00965,79093,9134,3848,1689483,1434
00966,79093,16676,7894,8401213,4490
00968,79093,3478,2228,1180763,0
00969,79093,42219,17775,12622328,39797
00971,79093,30982,12891,41241439,94183
00976,79093,65136,26564,43356810,738172
00979,79093,17030,12765,4059079,156361
00982,79093,16428,7402,3654231,19111
00983,79093,39234,16985,8987630,245666
00985,79093,36481,15215,9743744,427892
00987,79093,63443,25468,61781735,446842
85349,79120,24091,6085,9189803,54601
85350,79120,0,0,47110,0
93401,79147,26160,12536,26583405,8695
93405,79147,33059,8733,26071685,22384
93410,79147,0,0,216393,0
85631,79174,3185,1353,2514822,0
78655,79201,1174,448,2939281,0
78656,79201,552,221,1620467,0
78666,79201,51100,19690,64293085,476965
76877,79255,3105,1142,4240200,0
93001,79282,47,34,116814,0
93013,79282,14735,6325,18036040,12262
93067,79282,811,462,760829,0
93101,79282,31683,13317,8883521,0
93103,79282,20198,7640,10469770,149879
93105,79282,23298,10871,17829496,2164
93108,79282,9806,4699,19702646,9496
93109,79282,10858,4888,8735273,18170
93110,79282,16045,6342,16653574,134583
93111,79282,16604,6253,13413735,64649
93117,79282,51776,15853,30046296,500223
91321,79309,33943,11543,20349616,24271
91350,79309,32884,11238,33324592,62601
91351,79309,32096,10425,15492622,2114
91354,79309,28444,9829,13909080,3019
91355,79309,32543,13288,27393226,65932
91381,79309,18257,6086,16650297,2399
91384,79309,26843,6247,30901555,14270
91387,79309,39802,13587,30668255,10066
91390,79309,13841,4228,10040091,1128
95003,79336,21314,10577,24737818,0
95005,79336,5534,2358,10175716,0
95006,79336,4210,2148,9013929,0
95007,79336,676,300,1482252,0
95010,79336,9137,5127,3554436,0
95018,79336,6703,3102,15301418,0
95041,79336,160,88,104883,0
95060,79336,42475,18141,32143527,136462
95062,79336,36079,16919,13072397,289788
95064,79336,7331,403,4857960,0
95065,79336,6381,2577,7325522,0
95066,79336,12816,5135,12939084,0
95073,79336,8481,3585,11643033,0
95076,79336,2406,1020,4778243,0
87501,79363,13664,9690,22593270,61665
87505,79363,27821,15596,29731706,0
87506,79363,138,109,1000806,46866
87507,79363,43945,17662,75707611,325003
87508,79363,3716,1595,8459436,0
00757,79390,10474,4359,11886076,94259
00795,79390,76,32,443931,0
93454,79417,34850,11690,14755982,25784
93455,79417,40327,15167,45565932,130242
93458,79417,55270,12964,15117057,48049
93060,79444,29742,8880,11438281,8195
84645,79471,543,93,1765060,0
84655,79471,9393,2538,20721328,112115
94928,79498,43166,16593,19212207,0
94931,79498,7911,3425,8118974,19255
94951,79498,1001,374,3149237,0
95401,79498,35195,13261,22475988,0
95403,79498,44184,17525,40641364,146195
95404,79498,34309,14451,23456727,15898
95405,79498,21397,9250,12519344,0
95407,79498,37441,11694,31337607,10212
95409,79498,26400,12620,25053908,405297
95439,79498,250,90,1418460,0
95441,79498,699,262,1371556,0
95448,79498,11863,5146,12260186,0
95452,79498,779,391,1650501,0
95472,79498,16717,7695,34438797,0
95492,79498,26919,9535,16687913,0
88435,79525,2621,1042,5589149,16622
32459,79537,4512,3724,20147394,364338
87052,79552,2567,509,2640417,0
12977,79579,1701,28,1362568,9034
12983,79579,5997,3286,10199255,359621
33946,79606,856,849,3588079,188629
33947,79606,7868,5338,23277687,1606891
33981,79606,8650,5185,39096633,2142596
34201,79606,3682,2271,8851637,285618
34202,79606,18722,8699,30027306,219380
34203,79606,34862,17342,40880058,1660552
34205,79606,29656,16102,16797153,2445892
34207,79606,29728,18305,16020341,280570
34208,79606,32650,13731,38878429,9063428
34209,79606,31366,17298,26704949,10910496
34210,79606,15916,11186,23758722,3198315
34211,79606,1116,711,3506949,0
34212,79606,13432,6140,30722424,3712137
34215,79606,768,682,1141987,1278744
34216,79606,1503,1559,1914087,290212
34217,79606,5007,6032,5675888,2555330
34219,79606,12758,5687,28505710,2602645
34221,79606,37087,18305,50220883,10065325
34222,79606,11951,6853,13429068,2965163
34223,79606,15277,11927,29934067,5603947
34224,79606,15308,10533,30816063,1221596
34228,79606,6888,8811,10346534,136713
34229,79606,7186,4163,15090188,4192357
34231,79606,30268,18187,24426338,4835254
34232,79606,30969,15035,28416520,996245
34233,79606,16653,8727,15915125,631476
34234,79606,19788,9939,17209932,384707
34235,79606,13640,8225,16958866,2180414
34236,79606,12394,9709,9115453,6338444
34237,79606,16304,8120,10135328,167204
34238,79606,17423,11529,26759467,2258883
34239,79606,15038,8317,11544018,1523888
34240,79606,6944,3772,15222394,1023137
34241,79606,10743,5148,17704352,1263107
34242,79606,8865,10854,9323137,6335901
34243,79606,26115,14104,45204922,549488
34275,79606,14253,9183,27822091,5341781
34285,79606,17599,14882,21303187,1761604
34292,79606,12659,8553,22855995,1245190
34293,79606,31368,18654,37012225,2443368
12020,79633,23124,9666,45269122,76014
12118,79633,1158,526,1268205,22018
12831,79633,7885,3072,13477312,36782
12833,79633,421,192,1121701,4168
12866,79633,31512,15474,56664317,1514647
56378,79687,4253,1920,8020055,674007
49783,79714,13114,6072,15276323,185257
52070,79741,573,318,1241583,2293412
61074,79741,2789,1497,3860543,0
31302,79768,2844,1124,11503442,20561
31312,79768,389,127,990378,0
31322,79768,20348,8576,47401650,399054
31324,79768,9240,3562,15843286,192649
31326,79768,36,15,81879,0
31401,79768,21685,11377,9042019,430087
31404,79768,31024,13105,29046939,1752404
31405,79768,35636,15164,50413645,390149
31406,79768,32854,14593,53583208,5007357
31407,79768,6651,2849,25341471,512079
31408,79768,9952,3438,45732323,620348
31409,79768,652,0,10437138,579
31410,79768,22540,10389,32608357,2610972
31411,79768,6153,3124,18215179,961752
31415,79768,12091,5462,15774534,323194
31419,79768,48582,21384,62603483,1489367
64485,79795,5138,2223,7680450,13919
38310,79822,15,7,70895,0
38327,79822,254,141,1070971,2353
38372,79822,8078,3765,18864455,0
18302,79834,1730,751,5202686,4021
18324,79834,4150,2829,9395806,68734
73662,79876,4041,1225,3596800,0
14892,79903,5154,2332,6239340,0
18810,79903,4282,1850,7956441,445690
18840,79903,8555,4074,10043262,33971
78956,79930,2726,1213,4449346,0
68661,79957,6255,1976,6571966,149287
67871,80011,3647,1639,3917108,0
63758,80038,164,80,207902,0
63780,80038,5052,2191,10700225,2368
69341,80065,9990,4196,12495053,106518
69357,80065,24,10,84513,0
69361,80065,15932,7115,21482962,116184
35768,80092,5357,2524,14700207,0
35769,80092,4712,2265,14087111,527139
47102,80119,4261,1890,5941384,0
47170,80119,7173,3286,12856738,28595
42164,80173,4251,2045,10336773,12447
18403,80227,6247,2597,6647665,0
18407,80227,11121,5234,15705344,14884
18411,80227,16919,6973,28862997,57602
18414,80227,1308,568,3023099,58
18419,80227,1268,408,2270176,0
18421,80227,3184,1546,5154981,84025
18433,80227,3966,1823,3864742,0
18434,80227,4175,1944,4087683,0
18444,80227,44,22,244155,0
18447,80227,8385,3896,9101366,0
18452,80227,4802,2312,5094438,0
18471,80227,272,106,840905,0
18503,80227,1182,589,1199397,0
18504,80227,20975,9978,13243964,0
18505,80227,20008,9314,15563135,14521
18507,80227,4889,2174,13346329,74570
18508,80227,12226,5500,12857766,0
18509,80227,13589,5573,7434725,0
18510,80227,14119,5500,5329623,72874
18512,80227,12196,5981,14378159,0
18517,80227,5148,2225,8928132,0
18518,80227,8313,4040,8902327,0
18519,80227,5104,2472,6236104,0
18612,80227,12114,4073,23337119,0
18617,80227,1627,925,2109288,0
18618,80227,1643,1178,3510428,2521518
18634,80227,12820,6473,13983040,120641
18640,80227,16150,7733,25686909,670209
18641,80227,6812,3183,11311524,50783
18642,80227,4275,2022,5215281,0
18643,80227,10196,4877,8146667,828141
18644,80227,5520,2677,6819573,379869
18651,80227,8238,4219,7360337,551699
18701,80227,3447,1277,1384069,0
18702,80227,37267,17853,32167551,1014728
18704,80227,30915,15093,23393072,1163002
18705,80227,14806,7210,14136973,163992
18706,80227,15421,7484,30478054,186227
18707,80227,10719,4259,21508383,100607
18708,80227,7189,3066,17422804,14270
18709,80227,2903,1543,2044118,0
77474,80281,5562,2263,8018089,48594
72068,80308,320,132,867734,0
72081,80308,1182,512,7935837,178598
72082,80308,1744,805,9977883,95742
72143,80308,22733,9183,41900232,265761
72149,80308,0,0,29652,0
97138,80335,8093,5710,12179268,370638
97146,80335,396,249,1391723,0
93921,80362,3281,3139,2328597,0
93923,80362,6248,3672,10715089,234212
93933,80362,22192,8336,20093882,30818
93940,80362,30042,14604,24357040,183230
93943,80362,6,5,439354,0
93950,80362,15046,8171,7421665,17037
93953,80362,4067,2349,12566977,81052
93955,80362,33355,11016,22295236,58767
98001,80389,31911,11249,48144696,824774
98002,80389,31647,13480,18530037,283917
98003,80389,44151,18436,30089472,288168
98004,80389,27946,16568,18200338,4178457
98005,80389,17714,8070,19429635,18305
98006,80389,36312,13864,25800576,1941389
98007,80389,24889,10996,11341201,25498
98008,80389,24411,9552,14250591,7369624
98010,80389,4006,1590,6588891,1337765
98011,80389,29212,12646,21201057,0
98012,80389,51136,20580,39681392,41432
98014,80389,2763,1039,9972890,237479
98019,80389,6629,2288,5217084,135105
98020,80389,18304,8794,13396283,0
98021,80389,26722,10496,26276137,0
98022,80389,11814,5123,13694458,8248
98023,80389,47510,18026,26727719,116611
98024,80389,2926,1130,4947780,16798
98026,80389,35921,15039,24153199,153885
98027,80389,20951,9148,27425303,2769587
98028,80389,20419,8566,14667571,1856135
98029,80389,23989,10091,12770754,42596
98030,80389,33769,12739,18448814,220436
98031,80389,36581,12846,19424908,256402
98032,80389,33853,14451,43315933,761178
98033,80389,34338,16615,24062601,4422742
98034,80389,40407,17880,23633758,4377929
98036,80389,36000,14359,25075706,34278
98037,80389,26889,10647,14931093,0
98038,80389,26166,9363,32772292,544383
98039,80389,2971,1163,3737877,11129640
98040,80389,22699,9930,16370442,17583045
98042,80389,42763,15479,61353924,1375805
98043,80389,19943,8615,10570552,275673
98047,80389,6339,2322,6277098,74330
98051,80389,416,135,2996048,0
98052,80389,58442,25674,52053966,2151988
98053,80389,17990,7329,55691667,449645
98055,80389,21904,9498,12373996,249945
98056,80389,32489,13746,19466244,4020104
98057,80389,10613,6049,15780776,171884
98058,80389,40285,15456,35640635,352644
98059,80389,33878,12791,38045686,147702
98072,80389,21898,8951,44426733,70284
98074,80389,25746,8941,25452724,4010174
98075,80389,20715,7005,24292973,4217658
98077,80389,12156,4201,33100343,251223
98087,80389,29976,12255,14418856,488086
98092,80389,34173,12831,41181409,501429
98101,80389,10238,9226,1344752,0
98102,80389,20756,14289,3396112,644264
98103,80389,45911,24128,12005476,1705646
98104,80389,13095,7711,2007034,0
98105,80389,43924,17161,10689306,6434743
98106,80389,22873,9990,14236532,841740
98107,80389,21147,12360,5704026,677536
98108,80389,22374,8194,19384665,964749
98109,80389,20715,13906,5178191,1079071
98112,80389,21077,10897,8187984,3833109
98115,80389,46206,21623,17051603,5468537
98116,80389,22241,11961,7657204,0
98117,80389,31365,14213,10214490,0
98118,80389,42731,16162,16178230,6840313
98119,80389,21039,11592,6308526,606859
98121,80389,12628,10149,1141212,0
98122,80389,31454,17123,5992910,3155568
98125,80389,37081,18677,13960901,3976391
98126,80389,20698,9805,7963648,2743
98133,80389,44555,21903,18378984,178301
98134,80389,644,236,8738521,371084
98136,80389,14770,7533,5954028,0
98144,80389,26881,12660,8818482,4545367
98146,80389,25922,10222,12045888,24032
98148,80389,10010,4588,8117264,0
98154,80389,0,0,9147,0
98155,80389,32778,13905,19604378,1713431
98158,80389,0,0,5726911,0
98164,80389,141,126,9165,0
98166,80389,20301,8953,14685852,169184
98168,80389,33734,12541,23030102,426890
98174,80389,0,0,9145,0
98177,80389,19030,8078,14752872,22468
98178,80389,24092,9290,12564278,2636151
98188,80389,23111,9959,19551348,755259
98195,80389,0,0,183452,50845
98198,80389,34584,14328,20167178,0
98199,80389,19686,9810,10815353,190105
98201,80389,29541,13643,17148854,28582
98203,80389,34354,14245,27723263,50839
98204,80389,39380,17330,20779331,0
98205,80389,15,7,1676098,26205
98207,80389,758,1,575949,0
98208,80389,51757,19772,32561335,456728
98272,80389,19932,6213,22352702,231117
98275,80389,20256,8548,19768770,0
98290,80389,1919,656,9021308,0
98296,80389,25168,8757,52186971,172609
98321,80389,10860,3895,23705664,89345
98327,80389,8202,3243,13792257,46922
98329,80389,7337,2917,23764120,345722
98332,80389,15620,6369,52624255,880772
98333,80389,3633,1565,13514702,11062288
98335,80389,24925,10477,57761671,13644363
98338,80389,14286,5230,31675064,40922
98354,80389,6976,3084,6237568,103929
98359,80389,1175,493,5307269,93381
98360,80389,9303,3333,13914533,117454
98367,80389,854,308,3619816,0
98371,80389,20468,8867,29867982,198584
98372,80389,22475,9756,35314275,344504
98373,80389,22246,9178,24401165,63519
98374,80389,37148,14021,37792180,266844
98375,80389,26863,9270,25169192,4691
98385,80389,429,172,1003717,19895
98387,80389,42265,15027,45913203,980650
98388,80389,5985,2793,5076103,72994
98390,80389,10416,4668,23193274,428357
98391,80389,42550,15661,63784549,2036403
98402,80389,6356,3933,2439379,297961
98403,80389,7713,4569,2842069,0
98404,80389,32086,11390,19720772,58547
98405,80389,22851,10412,10676833,47321
98406,80389,21610,10220,11053311,1054058
98407,80389,19885,9427,14567007,4122748
98408,80389,18830,7656,8757847,113481
98409,80389,22989,9992,18412393,19161
98416,80389,1014,50,269804,0
98418,80389,10069,4279,4359597,0
98421,80389,1308,27,17280014,1972107
98422,80389,20151,7866,17298972,149058
98424,80389,10140,4229,16337139,368362
98430,80389,13,24,976276,18942
98433,80389,14292,3610,30416724,265971
98438,80389,366,10,2204010,0
98439,80389,4839,2024,14945098,18871
98443,80389,5371,2216,13154267,105066
98444,80389,33956,13520,17425684,134972
98445,80389,29661,11403,26979260,0
98446,80389,10173,4045,28470498,55859
98447,80389,842,0,122035,0
98465,80389,6340,3244,4304096,1722544
98466,80389,26944,12169,15460766,2149972
98467,80389,14728,6297,11896797,100928
98498,80389,27546,12330,22002787,827104
98499,80389,29750,13719,23852571,1329661
98580,80389,0,0,74887,0
32949,80400,219,134,947159,0
32958,80400,24991,13059,40243387,910992
32960,80400,20037,11439,29432009,1206823
32962,80400,22716,12309,31743150,6280144
32963,80400,14156,10887,28123564,15699893
32966,80400,14601,9822,25596957,218380
32967,80400,17804,9144,39274121,80966
32968,80400,11269,4855,15846137,80238
32970,80400,303,186,2793812,7200
32976,80400,8407,6196,9097679,650669
34946,80400,281,144,2273558,29056
34949,80400,3397,3589,8823741,100066
34951,80400,11241,5837,16132142,607159
33825,80416,19006,9438,39900901,5600569
33870,80416,18715,10466,29386560,1946583
33872,80416,13400,8157,19444747,520121
33875,80416,7123,3902,16372594,422963
33876,80416,3381,1973,14476207,1553615
65301,80443,26178,11780,48750299,272885
86336,80470,6761,4202,12097557,54764
78155,80497,24122,9373,40870891,542104
36701,80524,15300,6917,28766372,111641
36703,80524,8521,3829,14944489,199168
93625,80551,5590,1846,6363574,0
93631,80551,11862,4230,11282881,0
93662,80551,24358,7144,14856841,0
38375,80578,3840,1806,12106617,0
74868,80605,5931,2708,8917446,0
79360,80632,6477,2527,7866386,0
38668,80659,6531,2176,10046227,0
29665,80671,101,64,64992,0
29672,80671,7572,3790,27621071,1283729
29678,80671,13444,6364,47241409,952335
29691,80671,4378,1892,8458056,58545
29696,80671,559,259,2556253,40754
98362,80686,238,104,898860,0
98382,80686,19048,10184,62400781,0
27376,80695,3757,1819,9991797,4262507
80546,80704,149,63,198280,0
80550,80704,2296,817,3340364,0
80615,80704,225,93,492542,0
37862,80713,14727,7524,36591620,0
37863,80713,5263,4300,21354613,0
37876,80713,2118,975,6905840,0
44215,80740,2052,1045,2859752,3989
44217,80740,1984,840,3361077,0
44251,80740,773,336,2632697,0
44256,80740,7,4,23503,0
44273,80740,2580,1078,8976868,0
68434,80767,6636,2677,6903012,2273
47274,80794,20695,9009,35131897,80713
54165,80848,3500,1581,5701873,0
97539,80875,3033,1532,5541892,249581
97541,80875,346,185,948687,0
20733,80902,2270,945,2476071,187125
20751,80902,2178,1035,5078154,936028
20764,80902,4176,1945,10576066,1244847
20765,80902,514,246,1207947,351612
20778,80902,1474,598,5781996,1738005
20779,80902,172,62,697879,166482
93263,80929,18098,4796,9948451,0
79363,80956,3229,1263,4082920,0
17832,80985,611,359,520395,0
17834,80985,3555,1811,3530077,0
17851,80985,7535,4370,4850512,0
17860,80985,5,1,47151,0
17866,80985,9049,3865,6535640,32839
17872,80985,7807,4733,3856144,13577
17881,80985,1413,699,1599621,0
17888,80985,210,110,266181,0
25425,81002,2577,1136,6737390,0
54107,81064,78,58,178860,0
54111,81064,515,393,1230854,13367
54166,81064,9934,4860,14931210,664088
74801,81091,14986,7032,18832520,4711
74804,81091,14312,5949,30096339,110941
74873,81091,4957,2100,8576180,0
53044,81118,2147,890,3293810,46500
53081,81118,42584,19450,42045844,444727
53083,81118,18841,8068,30260818,182030
53085,81118,7741,3673,10995819,345171
59474,81172,3037,1234,3754589,0
28021,81199,761,327,2726933,1830172
28073,81199,411,195,1257446,0
28086,81199,619,263,1920683,765001
28150,81199,16186,7826,41566168,2763886
28152,81199,9397,4435,27983512,37918
44875,81226,9305,4370,13110948,163395
62565,81253,4974,2429,7712411,0
46126,81280,338,137,1146434,0
46176,81280,20457,9231,26043837,296784
40065,81307,20621,8258,35557205,491866
37160,81334,20005,8024,34586357,0
37183,81334,0,0,314478,0
51201,81361,4887,2231,5320696,0
83274,81388,4701,1621,5353287,0
98584,81415,18705,7037,47192275,1246198
51601,81442,5203,2631,10765550,0
17931,81472,8412,2650,18074565,160624
17934,81472,413,241,1924817,52976
17946,81472,2,2,32893,0
17948,81472,4687,2691,5165496,37113
17949,81472,263,150,223129,0
17976,81472,5232,3210,4247001,172546
21782,81496,1395,589,6494145,83495
25443,81496,3461,1126,2777760,0
72150,81523,4458,1951,8951107,0
46069,81550,2745,1169,4039571,2453
97378,81577,6481,1703,6335121,131740
97396,81577,1987,758,1980125,26693
82801,81604,18786,8748,33877054,49823
75020,81631,18405,8496,33916492,369071
75021,81631,3563,1563,6270908,0
75076,81631,1940,766,4002681,0
75090,81631,19067,7224,22952250,4323
75092,81631,18925,8992,25911312,108491
17257,81658,16691,6443,24743467,90970
17266,81658,317,126,642203,1787
87420,81685,6643,2164,10977716,2030
87421,81685,26,9,83534,0
46342,81701,352,122,1454986,0
46385,81701,2727,1010,5083658,876673
85901,81712,9144,6394,20429188,0
85929,81712,1265,726,2712424,0
71033,81739,2463,1044,6759295,28103
71037,81739,11764,4646,34531723,2678
71047,81739,2743,1138,12500068,98370
71067,81739,624,316,3241558,0
71101,81739,8197,4357,11197092,487480
71103,81739,7813,3605,9825515,0
71104,81739,14802,7349,10255808,28990
71105,81739,21871,11145,21643175,1115273
71106,81739,32752,13592,47326505,308152
71107,81739,25439,9564,63872131,1278865
71108,81739,20388,8014,22088959,14114
71109,81739,22073,9691,29001724,15327
71110,81739,2287,544,13542445,0
71111,81739,36901,15875,65548749,432873
71112,81739,28852,12096,28256852,2067122
71115,81739,13361,6489,11962711,0
71118,81739,24414,10455,26411919,259019
71119,81739,10550,4538,26543677,261944
71129,81739,11023,5188,35235545,306410
51249,81766,2690,1218,2766534,0
59270,81793,5438,2554,10266341,0
69162,81820,6373,3004,8307330,0
13733,81847,120,64,351690,22746
13838,81847,3903,1905,5087338,126396
13849,81847,1542,784,4452623,163
45360,81874,333,142,361839,21481
45365,81874,21623,9375,29343380,322886
18058,81889,1664,801,7677479,80035
18210,81889,6776,4510,24501603,201442
18322,81889,1803,668,7602618,27283
18330,81889,8354,3219,31761268,118540
18331,81889,361,157,1813335,11993
18352,81889,304,121,1347931,0
18353,81889,5103,1816,16185482,0
18360,81889,1406,536,5813258,17603
18610,81889,2576,983,7153904,24709
85613,81901,5439,899,22764553,16361
85615,81901,2386,987,5638351,1215
85635,81901,32331,15116,30901317,6611
85650,81901,12589,5531,19069411,26750
63801,81928,16536,7351,21260354,27301
27344,81955,9076,3305,17955934,50467
72734,81982,3157,1281,6169357,29046
72761,81982,15493,5881,28046355,191850
74338,81982,409,141,1844089,0
74964,81982,267,140,1207731,0
77656,82009,9531,3974,29666015,202466
81647,82023,0,0,13556,0
81652,82023,2966,1091,3009590,0
88022,82036,246,123,665802,0
88061,82036,12459,5880,25677599,49367
14081,82063,749,514,2005420,0
14136,82063,3050,1499,4721652,17807
92342,82076,5394,2662,5768400,1031477
80435,82090,5993,5912,9412978,16872
80443,82090,3255,3398,4862059,0
80497,82090,371,458,250972,0
80498,82090,5732,4079,8711701,56008
97381,82117,9614,3819,10035045,42776
93021,82144,0,0,1900,0
93063,82144,53854,18999,29159631,373323
93065,82144,71352,23897,52246165,1526412
