Urban Area GEOID,County GEOID,Population,Housing Units,Land Area,Water Area
59896,39117,3884,1789,5984158,0
59910,42041,4416,1802,9159873,276290
59923,41005,3638,2083,11038035,0
59950,55025,6997,2822,7328695,0
59977,17141,3457,1632,5268721,0
60004,36051,4028,1830,8517698,0
60031,37061,529,224,869899,0
60031,37191,4667,2156,7772433,0
60058,39015,3030,1223,7087887,0
60085,19087,8636,3349,14966875,0
60112,26073,37447,13763,43064221,380158
60139,47119,3507,1639,6710994,0
60166,48449,15987,5645,35582745,798256
60176,49039,3207,1119,5194439,0
60195,42089,24216,11296,44640418,1069587
60223,06093,7746,3981,18938178,14756
60247,17009,4088,997,3814443,0
60274,21173,10835,5053,15181404,51270
60301,42061,2917,1461,3884547,119806
60301,42087,942,425,2217779,59314
60328,17081,16008,7893,27848021,177092
60355,18129,7011,3196,13216508,62606
60382,19113,6455,2197,8852660,16175
60409,21203,2626,1227,4825736,0
60436,29109,4559,2000,7552988,0
60463,39083,22153,9256,34542040,249970
60473,48159,2585,1110,7363781,17075
60490,53057,62966,24662,89280199,3471245
60517,55127,1564,716,5136778,0
60517,55133,18691,7206,51375930,484404
60546,40135,5841,2460,11010360,67123
60571,48017,5105,1874,6286592,0
60598,45067,5512,2608,10025694,0
60625,18035,89197,40041,119592510,706991
60625,18135,1383,593,1275597,0
60652,42081,9495,3615,20568916,549750
60684,26003,2972,1073,8501454,14385
60706,37091,2786,1059,3807994,14336
60733,47149,133228,54281,200306623,422479
60760,17077,9661,4810,20434305,208052
60787,21035,19072,8834,30068939,50121
60799,06065,441546,151268,418862938,2198788
60814,19139,25342,10739,37667535,91831
60841,26121,121605,52002,209642345,6502878
60841,26139,39675,18878,81194751,7493454
60868,40021,251,100,783748,0
60868,40101,41801,18981,71838640,69339
60895,37019,20279,18535,74193083,4717143
60895,45043,7539,5130,17123350,24621
60895,45051,187486,148023,401744029,4616155
60930,34029,22217,11663,32872384,1673894
60949,48347,34546,14082,62805274,218575
60976,16001,227,79,983880,214
60976,16027,151272,55370,178749704,512225
61003,25019,8250,7222,20355592,487510
61030,42021,3918,1817,9326380,2712
61057,06055,83913,32387,66872371,677391
61084,39069,8724,4052,13973164,407161
61111,18039,6281,2683,9379904,0
61111,18085,656,267,1096522,3011
61138,51071,2944,1331,5418062,140345
61138,54063,1285,631,2047082,552
61165,25017,7318,2812,17911639,51440
61165,33011,158210,65288,276904237,5945996
61165,33015,60872,23702,177282044,3257344
61192,05057,9,4,16773,0
61192,05061,4479,1941,8724740,9356
61219,13019,4601,2114,8493607,114650
61246,17189,3238,1443,4126234,25534
61273,47037,605299,274621,763286316,12950578
61273,47147,13186,5092,29280229,30604
61273,47149,84677,31630,140689970,536544
61273,47165,105034,43579,200297130,19012549
61273,47187,118901,44637,232443550,301202
61273,47189,42490,16415,93378396,8621887
61300,12089,5243,2135,18248115,0
61327,22029,7925,3247,13393773,18233
61327,28001,20274,9903,42043003,294584
61354,22069,19763,8431,30551530,1148597
61381,48185,8273,2691,21109743,194317
61408,31131,7066,3178,8823752,0
61435,04015,3957,2139,16848542,96381
61435,06071,4563,2477,9127314,235001
61462,48157,2844,1104,4281720,2161
61478,13057,2084,831,6215987,18842
61478,13227,2007,793,5413769,0
61489,39009,5872,2510,9016970,175369
61489,39073,487,1,1113848,0
61516,20205,2570,1242,3701560,6207
61543,29145,11955,5017,21272929,28678
61570,49023,5249,1809,8240548,0
61597,19169,6728,2957,8480544,48040
61624,29217,8832,4167,14424852,86573
61651,28145,6632,2795,15653539,0
61678,36069,278,134,435533,0
61678,36117,13521,5977,18644170,71589
61705,39045,1747,1080,3276482,0
61705,39089,74321,33027,105824110,993373
61732,26123,3335,1822,8797183,4265800
61759,17027,3225,1277,2976176,0
61759,17163,199,80,412108,0
61786,25005,143494,62033,125582384,8934878
61786,25023,5949,2945,17126754,5550702
61813,41071,27001,10093,25602433,41162
61840,37049,50503,23602,112434336,4730762
61867,26095,3225,1100,3857592,0
61894,45071,12046,5254,23619251,26999
61921,48037,4707,2177,11662591,12839
61975,39011,5835,2418,9861454,0
61975,39149,1596,622,4796307,6189
62056,18091,1003,569,2364617,1446327
62056,18141,2659,1019,5433003,0
62110,08045,5449,2055,6075992,166831
62137,18065,22816,9976,33286948,100857
62164,42073,41907,19772,74130760,928278
62191,56045,3277,1654,5899265,0
62218,39031,167,115,555319,98680
62218,39157,4003,1877,5358115,18041
62245,39059,234,90,702343,0
62245,39119,2715,848,4217242,0
62272,40149,2876,1363,4577495,0
62326,36063,5626,2725,12542594,0
62353,24005,41,17,57258,0
62353,42133,14138,5746,24468996,22309
62380,19037,3292,1563,3942483,0
62407,09007,44714,22088,129685778,1473631
62407,09009,518125,216966,663132290,14365207
62461,39113,4078,1698,4759353,0
62488,39127,4940,2087,5069213,3887
62505,27067,3188,1906,7238949,83228
62515,55087,1504,665,2487833,13508
62515,55135,6139,2793,7208756,292922
62542,29143,3214,1505,4838853,4318
62569,06099,10223,3356,4919381,0
62623,39111,344,174,2920615,337368
62623,54103,5794,2827,7634826,745443
62677,22051,424910,184547,246697254,16052912
62677,22057,200,91,1201668,14512
62677,22071,341794,188939,204493457,16008931
62677,22075,14773,5539,37915909,731432
62677,22087,34370,15745,44979227,2307809
62677,22089,46716,17854,68442957,8948454
62677,22095,36940,13847,47374734,546539
62731,39157,46366,20712,58517734,810742
62758,05067,6288,3072,11739620,50944
62785,33019,3142,1501,8849334,0
62839,41041,11188,6291,19309936,723893
62866,42099,2657,1232,2052738,0
62893,47029,11579,5492,25463336,6967
62893,47089,24,7,55854,0
62920,50019,4004,1842,7163319,279995
62930,16017,423,206,735273,32704
62930,53051,2196,985,2781516,0
62947,27079,3514,1303,6302447,0
62947,27139,4336,1725,5097164,0
62964,39025,2838,1184,7168326,69958
62974,55109,8275,3649,10722778,57356
63001,22077,7947,4351,21069239,3778777
63028,47025,4598,2175,13436578,0
63055,17079,2923,1411,5876560,0
63082,19099,15655,7558,21434262,0
63109,20079,20654,8895,25979376,24176
63136,28101,2810,1228,7544557,40511
63137,34037,11941,5243,22308990,706534
63163,27015,13367,5912,18501770,0
63190,42073,2507,652,2879518,58464
63190,42085,131,74,258186,0
63217,09001,114,50,149116,0
63217,34003,904197,352067,565752953,34514471
63217,34013,783855,312899,317439496,8530493
63217,34017,634266,270335,119634159,41755598
63217,34019,52106,20262,131891118,626211
63217,34021,30237,11026,39030547,440222
63217,34023,799178,290862,643262671,22018868
63217,34025,602708,248303,781774352,34575054
63217,34027,448928,173939,651719341,30880921
63217,34029,531911,257208,605729132,30656854
63217,34031,472812,164684,217543650,9332385
63217,34035,304708,115979,458527318,3865261
63217,34037,37393,14659,59038927,8426973
63217,34039,536499,199489,266393116,6595128
63217,34041,20668,8919,29556419,295945
63217,36005,1385069,511877,102658557,30848993
63217,36027,2062,708,7340721,258709
63217,36047,2504663,1000271,166855427,18244852
63217,36059,1336957,467326,670290393,24223152
63217,36061,1585873,847090,59126033,27873331
63217,36079,69131,25980,184442126,10971232
63217,36081,2230722,835127,273524447,22225086
63217,36085,468730,176656,151178512,15790040
63217,36087,309451,103264,309139432,53221096
63217,36103,1429373,511994,1456145576,27571429
63217,36119,869684,342121,667837821,69434295
63244,21113,28058,11399,27655436,136939
63271,53065,4086,1432,11295047,0
63282,06079,15882,5740,18465470,0
63298,48337,2953,1410,5241506,0
63325,04023,32044,10588,64567033,45234
63352,17135,3357,1626,6104243,0
63379,02180,3222,1364,2692380,0
63406,31119,25144,10984,30375559,354794
63406,31167,1625,592,1531631,0
63433,40027,103592,45032,114254940,2003820
63433,40087,306,128,1976769,91764
63447,47001,3005,1280,10530786,0
63460,25003,18018,8015,24406954,419599
63460,50003,452,187,980306,0
63487,39173,3474,1490,5002901,41813
63541,27025,6447,2483,14308232,23250
63568,25027,7194,3372,20214632,2441926
63579,33003,4685,3183,20228738,149305
63588,46041,1904,700,1762726,0
63588,46137,741,168,1793927,0
63622,42049,6456,2772,8146208,1852
63649,42021,6318,2861,18755739,705
63649,42033,38,13,121267,0
63649,42063,188,79,217915,0
63676,27037,1190,471,1373883,0
63676,27131,20345,6967,22510674,85048
63703,50023,4250,1159,4786933,97347
63784,18169,6031,2444,6860108,74714
63811,31111,25213,11636,30878896,65294
63838,12015,108948,65648,198195194,23692181
63838,12027,1251,1009,4121492,1191
63838,12115,59342,30537,105746606,3236343
63851,06065,3012,669,4201961,0
63865,18079,11354,5159,21752810,360907
63892,18085,3662,2932,9716099,511957
63946,37193,18264,8474,67748014,12230
64000,20137,2893,1452,3513071,0
64027,51195,6654,2885,18136292,67817
64027,51720,3856,1891,11272614,16927
64054,39043,1226,501,2226357,1773
64054,39077,19580,8538,25087900,48060
64108,36017,8265,3884,8945706,0
64135,09011,188041,85450,352743073,36301822
64135,44009,21149,11232,40911591,1050462
64189,27019,3486,1453,4839486,0
64216,40105,3632,1719,5937778,0
64243,41045,3475,1229,4547291,0
64297,22003,7878,2472,13220919,64076
64351,39123,2794,1245,3543938,0
64378,53029,33004,14088,77563024,728525
64432,06039,2913,1401,9729798,0
64459,37019,11226,11503,29170991,1060649
64475,47047,7057,2774,18577831,147936
64486,18051,2515,1187,2805603,3552
64513,41039,3214,1601,4055305,37
64550,39093,7966,2839,7196070,5364
64567,12083,156909,75984,290302900,514605
64577,12083,2939,1148,6030486,0
64594,54109,2645,1216,4245297,69437
64648,53049,3288,3860,13237688,66230
64660,10005,4146,5435,9437327,93433
64660,24047,28959,44763,50980947,3245518
64675,53027,5218,4183,14282495,1905770
64702,10005,12342,17216,53274775,1789834
64729,13155,3366,1207,5491161,27343
64756,55083,4273,1957,7382751,134093
64783,55083,2621,1207,4006167,29766
64810,48409,2775,1029,4128869,0
64837,29107,5199,2243,5911316,70924
64864,48135,124164,48471,149237989,300126
64864,48329,2241,1001,3402594,0
64891,19019,851,413,2253348,0
64891,19065,6143,2919,8343596,0
64918,31101,4424,2223,5516158,0
64945,49003,24543,8545,31240420,6306
64945,49011,303661,96719,285262771,1152184
64945,49057,217822,79085,246955186,69718
64972,36089,11344,4397,11755882,217766
64999,42121,15296,7179,23804846,621680
65026,12093,25378,11854,64224471,1681116
65053,40107,3152,1443,4037519,13855
65080,40017,74466,29529,113428695,5288050
65080,40027,106923,42831,109009592,1908908
65080,40083,10484,3939,46124140,40665
65080,40109,669632,299948,794971893,13101472
65107,40111,14053,6374,24366345,0
65161,36009,22324,10109,35662957,682828
65188,17159,9177,4319,17801918,0
65215,48503,3282,1539,4612905,9034
65242,53067,176617,77203,273453845,34763133
65269,19155,68546,29060,87350379,4576589
65269,31025,113,40,525361,20155
65269,31055,505886,214547,436988830,5605548
65269,31153,150463,58561,177560531,2433938
65296,53047,8229,3560,12267005,241832
65323,55139,3358,1466,4442532,280680
65338,48373,5016,3392,16347558,399427
65350,19133,2662,1367,3906852,0
65404,36053,15201,6761,22219314,74930
65404,36065,6583,2997,16271270,0
65431,47151,4322,2085,14627506,118465
65458,31089,3682,1774,5402708,0
65485,01009,5374,2225,9851721,9089
65512,36025,452,218,1657979,62062
65512,36077,16777,6110,20774555,213590
65539,16075,12970,5265,16619126,33757
65539,41045,12569,5065,16634622,935
65566,55117,2724,1097,2640499,1019
65593,22097,25534,10820,47537459,57050
65620,01039,4806,2352,11027035,63721
65674,51137,4902,2053,7705936,23175
65701,45075,33506,14705,82056401,696789
65728,19167,6842,2355,9252797,0
65755,06019,9774,2425,3888502,0
65755,06107,0,0,23579,0
65767,12021,7624,2737,25064389,1526614
65782,17141,3813,1843,5226937,62789
65809,55025,10709,4319,15905600,98622
65809,55045,350,141,383634,0
65836,06021,9282,3378,15148487,0
65863,12069,82411,33055,120558474,27654819
65863,12095,1010858,432855,977023304,94505915
65863,12097,7877,6124,22158969,89382
65863,12117,409370,176132,428271855,20071854
65890,16035,3626,1541,5538469,667594
65917,06107,15150,3555,8773129,0
65944,06007,37122,14828,63660562,119176
65971,39169,8563,3767,13501092,39051
66025,42107,5645,2447,10478708,83332
66052,19131,3535,1720,4951720,0
66060,29029,3257,3652,11820637,1443162
66060,29131,449,331,1078643,0
66068,20139,2683,1248,4808651,0
66079,20121,4365,1847,5962724,36877
66093,16079,2521,1372,3216535,20
66106,05093,8280,3566,10434625,0
66133,19039,4819,2127,8596355,0
66134,55095,3593,1678,10634931,102539
66160,55139,74495,31552,79786869,2716813
66187,19123,12545,5599,24552623,0
66214,18179,3711,1562,5221761,25018
66241,36075,39385,15894,53788826,2326618
66268,53001,11207,3138,20338800,77264
66276,36071,3533,639,10555345,192173
66276,36105,674,244,2145974,0
66285,26005,11740,5030,20133227,393617
66295,17099,20612,9409,30558642,1860085
66322,20059,12450,5403,13961389,53299
66349,39137,5270,2270,12703147,184155
66376,19179,24771,11172,35763367,1198129
66430,27147,25394,10657,32999457,219987
66457,36107,5071,2363,9914888,576861
66484,21059,70543,31147,87585926,601971
66511,29073,2912,1372,4940884,6542
66538,26155,22426,10019,29139814,435003
66565,28071,25768,12514,41548693,12820
66592,37077,9174,4067,18315006,0
66619,39017,21376,6622,15791086,5426
66673,06111,367260,119243,218554654,4341512
66690,01045,12066,5599,33877730,178911
66700,05047,3153,1418,6650325,47616
66727,48105,2873,1231,4675273,0
66740,29071,10324,4389,25631667,0
66740,29189,3,3,47469,0
66754,54095,824,386,671650,0
66754,54103,1858,898,1337626,0
66781,17127,1029,482,1618003,100418
66781,21139,440,200,1662770,50770
66781,21145,47322,23193,114428724,3252941
66808,04005,6665,2534,8407902,0
66835,45025,4100,1748,13254419,11618
66889,08007,4909,3371,13770881,866486
66916,12099,7179,2659,10044758,0
66943,32023,28446,13834,114329995,45937
66997,21115,6027,2846,14396028,237598
67024,48321,4591,1927,5283948,96479
67051,12107,23982,10794,58682742,461582
67078,48001,19254,8126,44093968,204808
67105,12009,452791,222477,600821070,130390065
67134,12035,85819,43475,136287112,2825748
67134,12127,263245,153034,328208933,26458667
67213,29127,3577,1550,4860822,0
67223,36117,5214,2322,12515070,0
67231,48121,5234,1817,3011449,0
67240,48179,18166,8580,28565851,0
67267,17021,5937,2894,11636243,105740
67267,17173,6,8,79842,0
67294,12005,142773,86042,235743296,19526345
67294,12131,507,1343,2301356,0
67305,12005,5817,2051,17768751,99859
67321,20121,5399,2272,7441687,23617
67348,18117,3282,1472,5904015,19526
67375,06007,34725,17001,54250662,40512
67402,05055,24620,10516,51405819,103846
67456,05083,3143,1482,6958266,23586
67483,17045,8953,4352,12468843,234053
67510,21017,11042,5003,12687224,84268
67537,47079,10642,5219,26190282,49303
67564,48277,26349,12366,40363552,226119
67618,49043,13352,8870,31242071,0
67645,04012,4675,2016,6512328,27156
67645,06071,93,114,552817,37399
67672,39167,7586,3858,13345569,191851
67672,54107,59643,28306,96426281,2573014
67726,27057,3398,1834,5907834,304263
67753,06019,14490,3499,4096155,0
67765,49021,2551,1137,4636373,0
67780,20099,10298,4928,14176969,58787
67807,28059,50428,22791,102402319,5634209
67861,06099,20781,6418,14666188,0
67882,42021,2798,1357,6450527,0
67915,39125,3550,1691,4825752,0
67942,40049,5835,2892,8732163,49520
67969,40113,3623,1798,7807082,18930
67996,45043,11532,8424,33829722,118929
68050,17167,2869,1196,3398618,0
68077,26159,8684,3788,22956519,825461
68106,26021,8107,4337,20959005,518195
68106,26159,3482,1315,7206740,29136
68131,17053,4583,2016,5443046,0
68131,17075,333,156,1124996,0
68158,04007,14210,7924,20309552,15160
68171,53073,3025,1378,3056620,41796
68196,51071,2884,1399,8369663,67337
68212,48163,9460,2831,10665559,0
68228,48439,333,97,592151,0
68228,48497,4936,1946,14401677,0
68239,48221,6121,2930,22006323,1348839
68239,48251,245,107,1101300,0
68266,48389,11785,3541,16654010,0
68320,13205,3750,1499,5753767,0
68347,19125,9745,3852,16165311,0
68374,01115,11096,5208,38921551,5775664
68401,37155,7436,2427,16296155,0
68428,41059,17216,7030,23750820,0
68455,36123,6777,2962,8259643,66618
68482,01003,6266,9066,20534452,993775
68482,12033,270140,122636,444232884,12667049
68482,12113,63661,25560,137727927,2397587
68509,17143,157180,71165,209990040,2279050
68509,17179,104297,44953,150108358,8684830
68509,17203,5444,1972,11595308,126451
68536,17197,4172,1594,4864276,62555
68572,27111,2929,1343,4804271,0
68590,12123,6933,3087,17732557,0
68644,19049,7628,3137,11174181,0
68671,26155,4290,1721,9472740,59388
68698,36121,3688,2050,4260746,0
68725,40103,5052,2519,6866228,0
68752,48357,8801,3427,11038682,0
68779,29157,8419,3652,16873094,0
68806,18103,13095,6470,23118680,623898
68833,17011,6861,3042,14000050,216187
68833,17099,25187,11705,43473361,788165
68860,55075,3441,1608,6110683,285457
68887,06097,64078,25355,55180733,221181
68900,33011,3165,1570,8647842,60548
68941,17129,3088,1507,6238184,713215
68995,54023,2545,1349,3620994,0
69022,26047,8210,4909,15462493,88690
69034,06071,6629,2431,37868777,0
69049,28099,7759,3381,17913983,0
69076,10003,481625,197839,494659246,27311350
69076,24015,48690,19332,112326377,6053904
69076,34001,2768,1017,4412662,556137
69076,34005,355750,142734,465952861,19242191
69076,34007,505275,201551,397062898,13555437
69076,34015,257879,98191,390794728,9104072
69076,34019,5531,2371,4889318,471629
69076,34033,23662,10105,34716960,1009251
69076,42017,540999,211647,691853716,15030326
69076,42029,416022,161042,853980442,7065277
69076,42045,556386,221889,436799497,2883425
69076,42071,5035,1769,13816091,66980
69076,42091,715939,291955,883140344,4827445
69076,42101,1526006,670171,347316376,20698441
69103,54001,2700,1253,4354542,18023
69130,42027,4036,2078,4337370,27411
69130,42033,5979,2090,12463908,145595
69157,20147,2609,1321,4266432,0
69184,04013,3489076,1509966,2810146947,11658988
69184,04021,140038,65157,159455233,31983
69211,28109,16792,7438,44932914,995960
69238,04019,4345,1819,10809759,0
69265,01015,3666,1850,7845166,16907
69292,46065,12720,5810,24540240,303523
69292,46117,1705,795,4699705,281448
69319,22007,3621,1634,7722279,72093
69319,22099,208,104,386824,197773
69346,05021,3437,1755,5200259,0
69373,21071,673,289,1509344,0
69373,21195,7263,3334,15903807,5345
69400,48121,3579,1316,4394784,2154
69427,17145,5670,1673,6962515,0
69454,05069,53495,22629,96299959,415012
69481,27115,3032,1464,4798570,61457
69508,42107,3462,1591,7569931,0
69517,37125,36272,19440,98129493,1371345
69526,27049,2252,990,4361901,61283
69526,27109,693,269,871738,1276
69589,27117,4098,2008,5161983,0
69616,39109,21104,9575,27482217,455341
69632,37037,3410,1551,8195366,77241
69643,20037,22918,10449,30141098,183307
69670,48063,4777,1921,10945537,38503
69697,42003,1192150,575825,1359996193,29312212
69697,42005,8343,4133,9064845,558860
69697,42007,119566,56399,219252611,8739671
69697,42019,58716,24468,125114812,125875
69697,42051,2059,895,5991554,0
69697,42125,101035,44579,191104643,685906
69697,42129,251984,115966,433865263,2699096
69724,17149,4550,2016,7031313,0
69751,23025,2523,1034,4684959,213165
69778,25003,59124,28511,86766391,4782300
69832,06017,29700,13452,67583091,159130
69886,39097,3401,1355,3069888,0
69886,39159,822,347,1027939,2563
69940,27157,3329,1350,4153271,0
69967,48189,25810,9118,36774087,3173
70021,06047,4523,1193,2816176,0
70102,29165,8958,3722,15228705,125034
70129,55043,11236,3844,10434888,0
70156,36019,29438,12756,67109110,948469
70183,31025,6596,2905,7014873,16249
70210,29037,8049,3149,11803416,211121
70237,48013,12468,4957,18410886,0
70270,47021,3279,1179,10959207,0
70270,47147,451,152,2699646,0
70280,06115,5252,1717,4496889,0
70291,18099,12498,5345,23080984,470155
70318,33009,4959,1147,5969443,185251
70345,37187,4265,2003,9393547,0
70372,55117,8799,4170,12109528,219802
70399,05121,5854,2705,7855665,0
70426,16005,69809,27888,80312750,219445
70453,24039,114,60,438795,6764
70453,24047,4215,1898,6203286,114895
70465,42103,7020,3127,22650152,1331720
70480,12097,28267,9785,30191403,2460
70480,12105,13655,6578,14075810,398593
70490,12105,5501,2321,6955855,9997
70507,39053,5769,2811,13110972,170258
70507,54053,5448,2704,7148423,627943
70534,35049,4733,2181,16575799,0
70548,19153,3122,1147,4758033,0
70588,30047,4763,2542,7341691,394524
70615,40071,25109,11822,45489484,261932
70615,40113,938,419,3272020,127996
70642,72059,0,0,308065,17
70642,72111,2073,813,10822784,33434
70642,72113,147466,62304,103139373,1625643
70669,17105,12323,4873,12215601,0
70696,28115,4807,1980,14919530,37192
70750,24031,4620,1582,7093023,42621
70777,30085,2743,857,3475636,0
70804,29023,20463,9570,40669174,99925
70815,06107,3158,762,4867623,0
70831,42021,7247,3371,12328728,0
70858,55021,10391,4563,14326253,443844
70885,29143,3144,1367,3762953,0
70885,29155,7,5,222502,0
70912,35041,12610,5093,14169044,957
70939,53009,22863,11080,40342942,5715
70993,48245,117141,45860,191278261,10819588
70993,48361,36009,16864,82111315,1809307
71020,22097,2570,1102,4326192,81367
71047,39123,13349,12215,40597678,3931410
71074,06107,70272,21173,53132104,288944
71128,53031,4305,2214,9959476,43387
71155,26147,85655,39095,152893243,1811915
71155,26151,1451,1693,3657373,0
71182,48061,14950,12478,17885638,1762642
71209,36071,11122,4917,12038689,277873
71209,42103,5665,2746,15443392,258226
71236,18075,6006,2839,7673548,0
71263,23005,164279,76883,294144353,10917113
71263,23031,39635,21467,57854695,3061242
71290,26067,5020,2251,9017549,193743
71317,41005,264717,111488,281885413,7152066
71317,41047,232,100,764625,0
71317,41051,725288,320627,425000868,24123783
71317,41067,500099,200896,326588450,66880
71317,53011,359562,143905,323906641,3718902
71344,21213,50,29,133344,3364
71344,47165,10819,4266,24565257,34871
71371,48057,11817,4638,14285905,27916
71398,06063,2523,1292,3745589,4955
71452,12045,3635,1852,7487988,2706
71479,12085,122503,68149,182152949,39494409
71479,12111,253544,122576,356812193,13589181
71506,23031,15791,10378,43238291,3723566
71506,33015,72385,37204,196713336,9088880
71506,33017,24,8,69087,0
71533,21089,2814,1341,8515278,2286702
71533,39145,33418,15292,43013210,811165
71560,53031,8400,4815,12388999,214181
71614,48169,5018,1307,4776734,7178
71641,40079,7791,3251,14046410,10646
71668,48013,3199,1160,3374626,0
71695,29221,4919,1817,7133113,0
71722,36089,9310,2528,8645059,317577
71749,42011,31824,12793,66829975,584536
71749,42029,15389,6221,50812947,832565
71749,42091,60469,24593,86515639,314360
71776,42107,43247,20754,59869973,789054
71803,34031,11228,4645,18283522,4184106
71803,36027,210173,81025,422532521,23218081
71803,36071,170499,60827,312579865,22783783
71803,36111,31666,11942,93903524,7493262
71830,56029,6389,2660,6365188,0
71857,19043,617,351,1121096,80468
71857,55023,6255,2766,10516093,474671
71884,55025,383,147,1923889,12426
71884,55111,7350,3227,7009088,20495
71911,05143,3213,1420,3901714,4401
71938,48473,5569,1092,12939248,0
71965,20151,6546,3160,7122202,0
72019,48249,2620,1071,2733128,0
72073,05099,2773,1317,4819999,25057
72100,55093,4152,1755,4326896,0
72112,04025,84744,43098,132047936,0
72120,34005,3015,902,3062410,147977
72127,48377,4654,1835,5593159,0
72154,23003,6081,2966,13852268,187910
72181,16041,4323,1563,7760130,2707
72208,21071,5690,2726,12187874,856991
72208,21115,275,117,823094,19627
72235,49007,14187,5834,24629834,0
72244,01103,3006,1176,9660712,57598
72253,24009,6357,2480,24289585,18371
72262,24039,10396,2572,9195367,31213
72289,17011,8043,3868,14150115,0
72316,18051,8645,3976,9990929,14066
72343,21033,5890,2920,12593364,28865
72370,27095,4783,2057,6439310,76442
72370,27141,159,80,1950006,12747
72410,15007,2653,2637,6421163,374857
72424,41013,10905,4884,16380363,0
72505,25005,226478,98103,328683740,22235113
72505,25021,19403,7761,52945560,2178050
72505,25027,14395,5541,45000332,1181458
72505,44001,49305,20594,55229138,8024430
72505,44003,152888,68952,186957135,9287397
72505,44005,72865,35716,117912873,6598896
72505,44007,591873,251321,455080106,22152557
72505,44009,63749,28668,169851865,13686005
72532,25001,3152,4745,5116866,0
72559,49049,482819,138258,437635308,507853
72586,40097,9325,4176,14279883,56344
72613,08101,136550,59538,192206845,2205393
72640,15009,26128,10389,54464042,84656
72667,47055,7741,3858,13598632,0
72694,51155,16066,7517,31193738,128568
72721,55009,3148,1382,3642271,0
72721,55115,215,65,174617,0
72748,53075,29729,11928,17744316,0
72775,42065,6394,3206,10081146,210270
72829,40027,2059,842,3539967,70076
72829,40087,4818,1987,6862564,37385
72856,51107,11951,3889,16646229,64852
72910,42071,7233,2935,18487615,109379
72937,04012,3342,3114,7269998,0
73018,12039,9292,3645,20548429,0
73045,17001,45228,20565,61152757,92366
73072,53025,6986,2087,7635510,0
73126,13027,3769,1838,7762822,53213
73136,48499,2505,1163,8113230,243673
73153,55059,689,308,1525328,0
73153,55101,133011,56458,126445947,1296154
73245,12083,5155,2965,16324346,0
73261,37037,1329,808,1574628,2368
73261,37063,1195,547,1110353,851
73261,37069,4829,1911,17852319,57096
73261,37077,963,373,3384157,29535
73261,37085,5938,2410,13957133,103128
73261,37101,37449,14567,107379594,85637
73261,37183,833188,344552,1196717375,12519518
73288,06073,25913,9052,48678283,0
73300,37151,2951,1221,7910623,145207
73315,06009,7457,3062,19925620,8976
73342,06067,5376,2389,10761346,0
73369,17019,14071,6521,18347524,194924
73396,46093,6324,2517,14195426,3775
73396,46103,74927,32792,95239988,173010
73423,16055,6539,2455,6749325,0
73450,35007,6551,3357,9748229,0
73477,36001,5072,2379,10192713,23576
73477,36039,286,148,921145,10400
73504,54035,4150,1945,5142318,155529
73531,56007,9272,3990,11858453,0
73554,28049,3178,693,7252254,226238
73585,53049,4082,1871,6666391,248431
73612,48489,14481,4125,15316636,91358
73639,22001,9385,4044,13154671,0
73666,22083,4267,1772,6342947,0
73693,42011,263754,106694,266498296,2929578
73693,42075,2216,919,2022399,0
73693,42107,284,115,429441,0
73720,06103,18434,7768,23704150,730993
73747,17157,3695,1643,5871800,57869
73774,06089,117731,50181,184041834,3602920
73828,36027,6661,2425,18375945,89695
73882,41017,27685,11581,35219353,1879
73909,19137,5597,2799,6758976,0
73936,37155,4185,1810,7967097,17494
73963,27049,14367,6594,18814984,52662
73990,27127,4958,2313,7006523,280777
74044,06019,24508,6970,15453206,102295
74044,06107,21739,5962,14220215,0
74071,55111,9190,4102,12588111,60403
74098,41019,4487,2440,6193017,511905
74125,48391,2903,1359,3768732,0
74142,13267,4945,1214,8717110,26099
74152,37157,14067,6954,29290735,84665
74179,06091,9,7,18398,0
74179,32031,392132,168321,425730812,1567778
74206,18073,6048,2552,7434490,12773
74260,16065,26852,8000,18240043,84840
74287,42065,2839,1325,4160060,32071
74314,36027,3032,1637,5172477,57315
74341,55085,9010,4659,22654343,3491645
74368,55005,9507,4653,16562817,3508433
74395,49041,7340,2732,6833590,0
74449,06107,2867,607,741348,0
74557,55103,5021,2535,7025101,171619
74584,51167,39,18,51402,0
74584,51185,9549,4614,21387209,213785
74601,37133,5278,1871,25764006,228126
74638,18177,42335,20040,58981408,391700
74638,39135,1801,863,3514433,208722
74665,21151,35540,15448,42618828,180532
74692,26099,6136,2619,8570337,105750
74692,26147,4,4,139749,0
74719,29177,5307,2532,8957151,32998
74746,51041,297487,115455,515291164,10387489
74746,51053,8062,3015,20468810,294296
74746,51075,653,268,2282964,1563
74746,51085,60831,23172,115067539,456819
74746,51087,293832,127216,342216244,4312672
74746,51145,91,54,329756,2238
74746,51149,16647,4358,37300401,316466
74746,51570,17411,7831,19440832,431408
74746,51670,22591,10121,23510719,704833
74746,51730,31737,16001,43907530,516461
74746,51760,204214,98349,154894705,5159996
74827,06029,30989,13385,46211889,1077
74827,06071,166,76,705240,0
74840,53011,4259,1486,5691555,0
74854,45053,5301,1680,14157566,38078
74881,12053,2955,1413,7741832,149092
74881,12101,16,6,80521,0
74908,42047,4410,2225,8018905,94856
74935,08045,10479,4022,10180489,596
74962,16019,1,1,4581,0
74962,16051,8728,2834,21669717,46247
